mtype,tokens,label
FUNC,"['f']",1
SCAL,"['9']",1
FUNC,"['f']",1
SCAL,"['1']",1
FUNC,"['f']",1
SCAL,"['f', '(', 'x', ')']",1
SET,"['(', '1', ',', '1', ')']",1
SCAL,"['1']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', '(', '1', '-', '4', 'x', ')', '^', '{', '-', '\\frac', '{', '1', '}', '{', '5', '}', '}', '-', 'x', '-', '1']",1
FUNC,"['f']",1
SCAL,"['2', '^', '4']",1
SCAL,"['5']",1
SCAL,"['4']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', 'x', '-', '2', 'x']",1
SET,"['\\{', 'u', ',', 'v', '\\}']",1
SCAL,"['5']",1
FUNC,"['f', '(', 'x', ',', 'y', ')', '=', 'x', '(', 'y', '+', '1', ')']",1
FUNC,"['z']",1
SCAL,"['3']",1
FUNC,"['\sin']",1
FUNC,"['f']",1
SCAL,"['\\frac', '{', 'n', '^', '{', '2', '}', '}', '{', 'n', '-', '2', '}']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '(', '1', '-', 'x', ')', '^', 'n']",1
FUNC,"['f', ':', '[', '2', ',', '3', ']', '\\to', 'R']",1
SCAL,"['2', '^', '{', '2', '}']",1
FUNC,"['f']",1
SCAL,"['0']",1
FUNC,"['f', ':', '[', '0', ',', '1', ']', '\\to', '\\mathbb{R}']",1
SCAL,"['5']",1
SCAL,"['n', '+', '1']",1
FUNC,"['c']",1
FUNC,"['y']",1
SCAL,"['(', '1', '/', '(', ')', ')', '+', '1', '/', '(', ')', '+', '1', '/', '(', ')', '+', '1', '/', '(', ')', '+', '1', '/', '(', '1', ')']",1
FUNC,"['f']",1
SCAL,"['5']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2']",1
FUNC,"['f']",1
SCAL,"['9']",1
SCAL,"['1']",1
FUNC,"['e']",1
FUNC,"['f', '(', 'x', ')', '=', 'a', '+', 'b', 's', 'i', 'n', '(', 'm', '(', 'x', '-', 's', ')', ')']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']",1
FUNC,"['f']",1
FUNC,"['r']",1
SCAL,"['3']",1
SCAL,"['1']",1
SCAL,"['2']",1
SCAL,"['7']",1
FUNC,"['f', '\\colon', '\\mathbb', 'Z', '\\to', '\\mathbb', 'Z']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', '2', '^', '{', '2', 'x', '-', '3', '}', '-', '3', '(', 'x', '-', '1', ')']",1
FUNC,"['g', '(', 'x', ')', '=', 'f', '(', 'x', '+', 'a', ')']",1
FUNC,"['f']",1
FUNC,"['f']",1
FUNC,"['u']",1
SCAL,"['2']",1
SCAL,"['j', '+', 'k', 'i']",1
FUNC,"['g', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']",1
FUNC,"['f', '(', 'x', ')', '=', '3', 'x', '^', '4', '+', '2', 'x', '^', '2', '+', '2', 'x', '-', '2']",1
SCAL,"['2']",1
SCAL,"['6', 'x', '1', '0', '^', '{', '0', '}']",1
FUNC,"['f', '(', 'x', ')', '=', '{', '2', '^', 'x', '}']",1
FUNC,"['F']",1
FUNC,"['x']",1
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']",1
FUNC,"['f', '(', 'x', ')', '=', 'e', '^', '{', '2', 'x', '}', '-', 'x', '-', '1']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2', '+', '2', 'x', '+', '1']",1
FUNC,"['f']",1
SCAL,"['a', '^', '3', '+', 'b', '^', '3', '+', 'c', '^', '3', '+', 'd', '^', '3']",1
FUNC,"['F']",1
FUNC,"['f']",1
SCAL,"['2']",1
SCAL,"['x', '^', '2', '+', 'y', '^', '2', '+', 'z', '^', '2', '+', 'y', 'z', '+', 'x', 'y']",1
FUNC,"['f', ':', 'A', '\\to', 'B']",1
SCAL,"['2']",1
SCAL,"['\\dfrac', '{', '1', '}', '{', 'x', '^', '2', '-', '5', 'x', '+', '6', '}']",1
SCAL,"['6']",1
SCAL,"['a', '^', 'b', 'b', '^', 'c', 'c', '^', 'a', '-', 'a', '^', 'c', 'b', '^', 'a', 'c', '^', 'b']",1
FUNC,"['t', ':', '\\mathbb{Z}', '\\times', '\\mathbb{Z}', '\\to', '\\mathbb{Z}']",1
FUNC,"['F', '\\colon', '\\mathbb', 'R', '^', '{', 'n', '^', '2', '}', '\\to', '\\mathbb', 'R']",1
FUNC,"['f', '(', 't', ')', '=', '(', '1', '+', 't', ')', '^', 'p', '-', '1', '-', 't', '^', 'p']",1
FUNC,"['g', '(', 'x', ')', '=', 'x']",1
FUNC,"['g']",1
SCAL,"['{', 'n', 'u', 'm', 'b', 'e', 'r', '}', '^', '{', '-', '1', '}']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', '8', 'x', '(', 'x', '^', '2', '-', '1', ')', '}', '{', '(', 'x', '^', '2', '+', '1', ')', '^', '2', '}']",1
SCAL,"['1']",1
SCAL,"['(', 'n', '+', '1', ')', '/', 'n']",1
SCAL,"['f', '(', '7', ')']",1
SCAL,"['1']",1
SCAL,"['(', 'x', '+', 'y', ')', '^']",1
SCAL,"['-', 'a']",1
SCAL,"['3']",1
SCAL,"['2', 'x', '^', '2', '-', '2', 'x']",1
SCAL,"['1', '^', '4']",1
FUNC,"['f', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']",1
SCAL,"['k', '-', '2']",1
SCAL,"['4']",1
SCAL,"['(', 'n', '+', '1', ')', '^', '2']",1
SCAL,"['-', '3']",1
SCAL,"['3']",1
SCAL,"['2', 'p']",1
FUNC,"['f']",1
SCAL,"['\\frac', '{', '1', '}', '{', '2', '}']",1
SCAL,"['a', 'b']",1
SCAL,"['0']",1
FUNC,"['f']",1
FUNC,"['f', ':', 'R', '\\rightarrow', 'R']",1
SCAL,"['0']",1
SCAL,"['1']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', 'p']",1
SCAL,"['6', '^', '{', 'n', '+', '1', '}']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', 'x']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '{', '\\frac', '{', '1', '}', '{', 'n', '}', '}']",1
SCAL,"['n', '^', '2', '+', '3']",1
FUNC,"['f']",1
SET,"['\mathbb{C}']",1
SCAL,"['1']",1
FUNC,"['f']",1
FUNC,"['g']",1
FUNC,"['h']",1
FUNC,"['f', ':', '\\mathbb', 'R', '\\to', '[', '0', ',', '1', ']']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', 'x', '^', '2', '+', 'x', '+', '1', '}', '{', 'x', '^', '2', '-', 'x', '+', '1', '}']",1
FUNC,"['f']",1
SCAL,"['1']",1
SCAL,"['1']",1
SCAL,"['n', '^', '{', 'n', '+', '1', '}']",1
FUNC,"['f', '(', 'x', ')', '=', 'y', '-', '2', 'x', '-', 'k']",1
FUNC,"['g', '\\circ', 'f']",1
SCAL,"['1']",1
FUNC,"['f']",1
FUNC,"['g', '(', 'x', ')', '=', 'x', 'f', '(', 'x', ')']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2', '+', '2', '^', 'x', '-', '3']",1
SCAL,"['a', '^', '2']",1
SCAL,"['1', '^', '{', '-', '9', '}']",1
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']",1
SCAL,"['p', '(', 'x', ')']",1
FUNC,"['f', '(', 'n', ')', '=', 'n', '+', '3']",1
FUNC,"['f']",1
FUNC,"['g']",1
SCAL,"['1', '/', '2']",1
FUNC,"['f', '(', 'x', ')', '=', '0']",1
SCAL,"['1']",1
FUNC,"['A']",1
FUNC,"['f', '(', 'x', ',', 'y', ')', '=', '(', 'x', '-', 'y', ')', '^', '2', '(', 'x', '^', '2', '+', 'y', '^', '2', ')', '-', '1', '(', 'x', '-', 'y', ')', 'x', '^', '2', '+', '1', 'y', '^', '2', '+', '2', 'x', '+', 'y']",1
FUNC,"['x']",1
FUNC,"['f', '(', '0', ')', '=', '0']",1
FUNC,"['f']",1
FUNC,"['h', '(', 'x', ')', '=', 'x', '^', '{', '1', '/', '2', '}', '+', 'x', '^', '{', '1', '/', '3', '}']",1
FUNC,"['f']",1
FUNC,"['f']",1
SCAL,"['x', '-', '1']",1
FUNC,"['v']",1
FUNC,"['f']",1
SCAL,"['-', '3']",1
SCAL,"['2']",1
SCAL,"['p', '^', '1']",1
SCAL,"['f', '(', '1', ')']",1
FUNC,"['x']",1
SCAL,"['0']",1
SCAL,"['6']",1
FUNC,"['A']",1
SCAL,"['3']",1
FUNC,"['h']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '3', '+', '6', 'x', '^', '2', '+', '1', 'x', '+', '1']",1
SCAL,"['\\frac', '{', '1', '}', '{', '\\frac', '{', '1', '}', '{', '0', '}', '}']",1
SCAL,"['2']",1
SCAL,"['(', '3', 'm', '+', '2', ')', '5']",1
FUNC,"['q']",1
SCAL,"['0']",1
SCAL,"['5']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', '1', '}', '{', 'x', '}']",1
SCAL,"['\\frac', '{', '\\frac', '{', '\\frac', '{', 'a', '}', '{', 'b', '}', '}', '{', 'c', '}', '}', '{', 'a', '}']",1
SCAL,"['1']",1
SCAL,"['4']",1
FUNC,"['f', '(', 'x', ')', '=', '4', '^', 'x', '-', 'x', '^', '3']",1
FUNC,"['f', '(', 's', ')', '=', '\\frac', '{', 's', '}', '{', 'x', '}']",1
FUNC,"['f']",1
SCAL,"['b', '/', '2']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '{', 'x', '+', '1', '}', '-', '(', 'x', '+', '1', ')', '^', 'x']",1
FUNC,"['f']",1
SCAL,"['f', '(', 'x', ')']",1
SCAL,"['p', '-', '1']",1
FUNC,"['f', '(', 'y', ',', 'z', ')', '=', '1', 'y', 'z', '^', '3', '-', '2', 'y', '^', '2', 'z', '^', '3', '-', '3', 'y', 'z', '^', '4']",1
SCAL,"['0']",1
SCAL,"['1']",1
FUNC,"['f', ':', 'A', '\\to', 'B']",1
SCAL,"['1']",1
FUNC,"['g', '(', 'x', ')', '=', '\\frac', '{', '2', 'x', '^', '2', '-', '1', '}', '{', 'x', '^', '2', '-', '1', '}']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', '-', '4', '}', '{', '-', 'x', '-', '2', '}']",1
FUNC,"['f']",1
SCAL,"['0']",1
FUNC,"['f']",1
SCAL,"['f', '(', '2', '0', ')', '-', 'f', '(', '2', ')']",1
FUNC,"['a']",1
FUNC,"['f']",1
FUNC,"['k']",1
SCAL,"['0']",1
FUNC,"['f']",1
SCAL,"['2']",1
SCAL,"['-', 'k']",1
SCAL,"['3']",1
FUNC,"['f', '(', 'x', ')', '=', '2', 'x', '^', '2', '+', '4', 'x', '+', '5']",1
SCAL,"['4', '-', '4', '5']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2', '+', '3']",1
FUNC,"['f']",1
SCAL,"['2']",1
SCAL,"['0']",1
SCAL,"['8']",1
FUNC,"['f']",1
SCAL,"['a', '+', 'b', 'i']",1
FUNC,"['g']",1
SCAL,"['6']",1
SET,"['\\mathbb', 'Z']",1
SCAL,"['s', 'i', 'n', '(', 'x', ')']",1
SCAL,"['g', '(', 'n', ')']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', '(', 'x', '+', '3', ')', '^', '2', '}', '{', 'x', '+', '3', '}']",1
SCAL,"['1', '^', '{', '4', '}']",1
SCAL,"['f', '(', 'x', ')']",1
SCAL,"['4']",1
SCAL,"['1']",1
FUNC,"['\sin']",1
SCAL,"['1']",1
SCAL,"['f', '(', 'x', ')']",1
FUNC,"['f']",1
SCAL,"['4', '!']",1
SCAL,"['f', '(', 'x', ')']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '4', '-', '4', 'x', '^', '3', '+', '4', 'x', '^', '2']",1
SCAL,"['1']",1
SCAL,"['5']",1
FUNC,"['f']",1
FUNC,"['f']",1
SCAL,"['4', 'i', '+', '6']",1
SCAL,"['2']",1
SCAL,"['-', '7']",1
SCAL,"['6']",1
FUNC,"['f']",1
FUNC,"['g']",1
FUNC,"['f', '(', 'n', ')', '=', 'n', '(', 'n', '^', '2', '-', '1', ')', '(', 'n', '^', '2', '-', '1', ')']",1
FUNC,"['p']",1
SCAL,"['3']",1
FUNC,"['f']",1
FUNC,"['f']",1
SCAL,"['1']",1
SCAL,"['1']",1
SCAL,"['f', '(', 'x', ')']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', 'n']",1
FUNC,"['g', '(', 'x', ')', '=', '\\dfrac', '{', 'x', '^', '2', '+', '1', '}', '{', 'x', '}']",1
FUNC,"['f', '\\circ', 'g']",1
SCAL,"['2', '^', 'a']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '3', '-', '1', 'x', '^', '2', '+', 'a', 'x', '+', 'b']",1
SCAL,"['4']",1
FUNC,"['f', ',', 'g', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']",1
FUNC,"['\\cos', ':', '\\mathbb', 'R', '\\to', '[', '1', ',', '1', ']']",1
FUNC,"['f', '(', 'x', ')', '=', 'e', '^', 'x', '-', '2', 'x']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', 'a', 'x', '^', '2', '+', 'b', 'x', '+', 'c']",1
SCAL,"['x', '^', '3', '+', '9', 'x', '^', '2', '+', '8', 'x', '+', '8']",1
FUNC,"['f', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']",1
SCAL,"['5']",1
SCAL,"['\\frac', '{', 'x', '+', '1', '}', '{', 'x', '-', '1', '}']",1
FUNC,"['g']",1
FUNC,"['f', '(', 'a', ')', '=', 'a', '^', 'n', '+', '(', '1', '-', 'a', ')', '^', 'n', '-', '1']",1
SCAL,"['r', 's', 't']",1
SCAL,"['3']",1
SCAL,"['1']",1
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']",1
SCAL,"['1']",1
SCAL,"['1']",1
SCAL,"['4']",1
SCAL,"['7']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^']",1
FUNC,"['f']",1
FUNC,"['f']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']",1
SCAL,"['1']",1
FUNC,"['f']",1
FUNC,"['g']",1
SCAL,"['4']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2']",1
FUNC,"['d']",1
SCAL,"['1']",1
SCAL,"['\\frac', '{', 'd', 'u', '}', '{', 'd', 'x', '}']",1
SCAL,"['p', '/', 'q']",1
SCAL,"['2']",1
SCAL,"['4']",1
SCAL,"['\\frac', '{', '4', 'x', '+', '5', '}', '{', 'x', '^', '3', '+', '1', '}']",1
SCAL,"['0']",1
SCAL,"['x', '+', '2', 'x', 'y', '+', '4', 'x', 'y', 'z']",1
SCAL,"['x', '+', 'y']",1
SCAL,"['2']",1
FUNC,"['h']",1
SCAL,"['1']",1
SCAL,"['1']",1
FUNC,"['m']",1
FUNC,"['g', ':', 'R', '\\rightarrow', 'R']",1
SCAL,"['\\dfrac', '{', '3', '}', '{', '2', 'x', '+', '1', '}']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', 'x', '}', '{', 'x', '+', '1', '}']",1
FUNC,"['g']",1
FUNC,"['S', '(', 'r', ')', '=', '\\frac', '{', '1', '-', 'r', '^', '{', 'n', '+', '1', '}', '}', '{', '1', '-', 'r', '}']",1
SCAL,"['8']",1
SCAL,"['f', '(', 'x', ')']",1
SCAL,"['3']",1
FUNC,"['f']",1
FUNC,"['f']",1
SCAL,"['2']",1
SCAL,"['2']",1
SCAL,"['n', '-', '1']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', '5', '^', 'x']",1
FUNC,"['c']",1
FUNC,"['f']",1
SCAL,"['9', '-', '(', 'n', '-', '1', ')']",1
FUNC,"['f', '(', 'x', ')', '=', 'e', '(', 'x', ')', '+', 'o', '(', 'x', ')']",1
FUNC,"['f', '(', 'x', ')', '=', '2', '^', 'x', '+', 'x', '^', '2']",1
SCAL,"['3']",1
FUNC,"['f']",1
SCAL,"['x', '+', 'y', 'i']",1
FUNC,"['B']",1
SCAL,"['2']",1
SCAL,"['z', '^', '{', 'm', '/', 'n', '}']",1
FUNC,"['f', '(', '0', ')', '=', '0']",1
FUNC,"['f']",1
SCAL,"['y', '(', 'm', ')']",1
FUNC,"['f', '(', 'x', ')', '=', 'a', 'x', '^', '2', '+', 'b', 'x', '+', 'c']",1
SET,"['\mathbb{N}']",1
SCAL,"['1']",1
SCAL,"['[', 'x', ']']",1
FUNC,"['h']",1
SCAL,"['n', '+', '1']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'n', ')', '=', '2', 'n']",1
SCAL,"['1']",1
SCAL,"['3']",1
SCAL,"['1', '\\cdot', 'x', '+', '1', '\\cdot', 'y', '+', 'z']",1
SCAL,"['1', '/', '(', '2', 'n', ')', '-', '1', '/', '(', 'n', '+', '1', ')', '+', '1', '/', '(', '2', 'n', '+', '4', ')']",1
SCAL,"['\\frac', '{', '3', '}', '{', '4', '}']",1
FUNC,"['f']",1
SCAL,"['1']",1
FUNC,"['f']",1
SCAL,"['1']",1
SCAL,"['f', '(', 'x', ')']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2']",1
FUNC,"['g', '\\colon', 'A', '\\to', 'B']",1
SCAL,"['\\frac', '{', 'e', '}', '{', 'f', '}']",1
SCAL,"['f', '(', 'x', ')']",1
SCAL,"['p', '(', 'x', ')']",1
SCAL,"['\\frac', '{', 'b', '(', '-', 'a', '+', 'b', ')', '+', 'a', '(', 'a', '-', 'b', ')', '}', '{', '(', 'a', '-', 'b', ')', '(', '-', 'a', '+', 'b', ')', '}']",1
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']",1
SCAL,"['0']",1
SCAL,"['0']",1
SCAL,"['\\frac', '{', '1', '}', '{', '4', '}', '(', 'k', '+', '1', ')', '^', '2']",1
SCAL,"['3', 'x', '+', '4', 'y']",1
FUNC,"['E']",1
FUNC,"['g']",1
SCAL,"['\\dfrac', '{', '-', 'b', '}', '{', '2', 'a', '}']",1
SCAL,"['2']",1
FUNC,"['f']",1
FUNC,"['f']",1
SCAL,"['1', '/', '1']",1
FUNC,"['f']",1
FUNC,"['g']",1
FUNC,"['F']",1
FUNC,"['f', '(', 'x', ')', '=', 'b']",1
SCAL,"['3']",1
FUNC,"['d', '(', 't', ')', '=', '-', 't', '^', '2', '+', '4']",1
FUNC,"['f']",1
FUNC,"['f']",1
FUNC,"['I']",1
FUNC,"['f', '(', 'x', ')', '=', 'e', '^', 'x', '-', 'x', '^', '2', '+', '1']",1
FUNC,"['f']",1
SCAL,"['w', '+', 'n', 'x']",1
SCAL,"['3']",1
FUNC,"['g']",1
FUNC,"['g']",1
SCAL,"['x', '^', '{', '\\frac', '{', '1', '}', '{', '3', '}', '}']",1
SCAL,"['(', 'x', '+', 'y', ')']",1
FUNC,"['f', '(', 'x', ')', '=', 's', 'i', 'n', 'x']",1
FUNC,"['f']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']",1
SCAL,"['(', '-', '1', ')', '!']",1
FUNC,"['f']",1
SCAL,"['a', 'b', '+', 'a', 'd', '+', '(', 'b', '+', 'd', '-', 'a', ')', '^', '2', '/', '4']",1
SCAL,"['5']",1
SCAL,"['0']",1
FUNC,"['f']",1
FUNC,"['k']",1
FUNC,"['f']",1
SCAL,"['4', '^', '{', '\\frac', '{', '1', '}', '{', '8', '}', '}']",1
FUNC,"['u']",1
FUNC,"['f']",1
SCAL,"['6']",1
FUNC,"['\exp']",1
SCAL,"['4']",1
SCAL,"['1']",1
SCAL,"['3']",1
SCAL,"['2']",1
SCAL,"['x', '-', '7']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '3', '+', '2', 'x', '^', '2', '-', '1', 'x', '-', '1']",1
FUNC,"['L', ':', '\\mathbb{R}', '^', '3', '\\to', '\\mathbb{R}', '^', '3']",1
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']",1
FUNC,"['\sin']",1
FUNC,"['f']",1
SCAL,"['k', '^', '2', '+', 'k']",1
SCAL,"['8', '^', '{', '-', '\\frac', '{', '2', '}', '{', '3', '}', '}']",1
SCAL,"['8']",1
SCAL,"['1']",1
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']",1
SCAL,"['n', '(', 'n', '+', '1', ')', '(', 'n', '+', '2', ')', '(', 'n', '+', '3', ')', '(', 'n', '+', '4', ')']",1
SCAL,"['1', '/', '4']",1
SCAL,"['e', '^', 'x']",1
SCAL,"['2']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '+', '5']",1
SCAL,"['\\frac', '{', 'a', '^', '3', '+', 'a', 'b', '+', 'a', '^', '2', '-', 'b', '}', '{', 'a', '^', '3', '+', 'a', 'b', '+', 'a', '^', '2', '+', 'b', '}']",1
FUNC,"['p', ':', '[', '1', ',', '1', ']', '\\to', '\\mathbb{R}']",1
FUNC,"['f', '(', 'x', ')', '=', 'e', '^', 'x']",1
SCAL,"['1']",1
SCAL,"['5']",1
FUNC,"['g']",1
SCAL,"['n', '^', '2']",1
FUNC,"['g']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', 'x', '(', 'x', '-', '2', ')', '}', '{', 'x', '-', '2', '}']",1
SCAL,"['2']",1
SCAL,"['f', '(', 'a', ')']",1
FUNC,"['h']",1
SCAL,"['x', '^', '2']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', '^', 'x', '}', '{', '1', '-', 'x', '}', '-', '\\frac', '{', '1', '}', '{', '6', '}']",1
SCAL,"['\\frac', '{', 'x', '^', '2', '-', 'x', '-', '4', '}', '{', 'x', '(', 'x', '+', '2', ')', '^', '2', '}']",1
SCAL,"['1']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', '5', 'x']",1
FUNC,"['f', '(', 'x', ')', '=', '\\dfrac', '{', '1', '}', '{', '(', '1', '-', 'x', ')', '}']",1
SCAL,"['1', 'x', '+', 'y']",1
SCAL,"['5']",1
SCAL,"['1', '1']",1
SCAL,"['0']",1
FUNC,"['f', '(', 'x', ')', '=', 'm', 'x', '+', 'c']",1
SCAL,"['3', '2']",1
FUNC,"['g', '(', 'x', ')', '=', '1', '/', 'x', '^', '2']",1
FUNC,"['f']",1
FUNC,"['f']",1
SCAL,"['f', '(', 'x', ')']",1
FUNC,"['d']",1
SCAL,"['3']",1
SCAL,"['\\frac', '{', 'm', '}', '{', 'k', '}']",1
SCAL,"['1']",1
SCAL,"['4']",1
SCAL,"['5']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', '4', '^', 'x', '+', 'x', '^', 'x', '-', '2']",1
SCAL,"['w', '(', '8', ')']",1
FUNC,"['f', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']",1
FUNC,"['g']",1
FUNC,"['y']",1
FUNC,"['f']",1
SCAL,"['m', 'a', 'x', '(', 'f', '(', 'x', ')', ')']",1
SCAL,"['n', '^', '2', '(', 'n', '+', '1', ')', '^', '2', '(', 'n', '-', '1', ')', '(', 'n', '-', '2', ')']",1
SCAL,"['f', '(', 'x', ')']",1
SCAL,"['f', '(', 'x', ')']",1
SCAL,"['2']",1
FUNC,"['f']",1
SCAL,"['3', 'k']",1
SCAL,"['1']",1
SCAL,"['4']",1
SCAL,"['\\frac', '{', '4', '}', '{', '2', '}']",1
SCAL,"['3']",1
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']",1
SCAL,"['0']",1
SCAL,"['2']",1
SCAL,"['\\dfrac', '{', '7', '}', '{', '6', '}']",1
FUNC,"['s', '(', 'x', ')', '=', '\\frac', '{', '1', '}', '{', '2', '-', 'x', '}']",1
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']",1
SCAL,"['3']",1
SCAL,"['1']",1
FUNC,"['f']",1
FUNC,"['g']",1
SET,"['\\{', '2', ',', '3', '\\}']",1
FUNC,"['g', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']",1
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']",1
FUNC,"['g']",1
FUNC,"['f', '(', 'x', ')', '=', '\\dfrac', '{', 'b', 'x', '}', '{', '(', 'a', '-', '3', ')', 'x', '^', '3', '+', 'x', '^', '2', '+', '4', '}']",1
SCAL,"['p', '(', 'x', ')']",1
SCAL,"['1']",1
SCAL,"['7']",1
SCAL,"['n', '+', '1']",1
FUNC,"['f']",1
SCAL,"['2', '^', 'x']",1
SCAL,"['\\frac', '{', '5', '}', '{', '4', '}']",1
FUNC,"['\cos']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '7', '+', 'x', '+', '1']",1
FUNC,"['j']",1
FUNC,"['f']",1
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']",1
SCAL,"['5']",1
FUNC,"['f']",1
SCAL,"['2']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '{', '1', '/', 'x', '}']",1
SET,"['\\{', '3', ',', '1', ',', '1', '\\}']",1
SCAL,"['k', '-', '1']",1
FUNC,"['f']",1
SCAL,"['1']",1
FUNC,"['\sin']",1
FUNC,"['g']",1
SCAL,"['1']",1
SCAL,"['0']",1
SCAL,"['\\frac', '{', '1', '}', '{', '6', '}', 'x']",1
FUNC,"['f']",1
FUNC,"['f']",1
FUNC,"['f']",1
SCAL,"['1']",1
FUNC,"['f']",1
SCAL,"['0']",1
SCAL,"['e', '^', 'x']",1
SCAL,"['1']",1
FUNC,"['h']",1
SCAL,"['1']",1
SCAL,"['\\frac', '{', '1', '}', '{', 'x', '}']",1
SCAL,"['0']",1
FUNC,"['f', ':', 'E', '\\to', 'E']",1
FUNC,"['x']",1
SCAL,"['-', '2']",1
FUNC,"['f']",1
FUNC,"['g']",1
SCAL,"['\\frac', '{', 'x', '}', '{', '1', '+', 'x', '^', '2', '}', '+', '\\frac', '{', 'x', '^', '2', '}', '{', '1', '+', 'x', '^', '4', '}', '+', '\\frac', '{', 'x', '^', '3', '}', '{', '1', '+', 'x', '}', '+', '\\frac', '{', 'x', '^', '4', '}', '{', '1', '+', 'x', '^', '3', '}']",1
SCAL,"['b', '^', '{', '1', '/', '2', '}']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', 'x', '^', '2', '+', 'x', '-', '6', '}', '{', 'x', '-', '2', '}']",1
SCAL,"['\\frac', '{', 'u', '+', '1', '}', '{', 'u', '-', '1', '}']",1
FUNC,"['f', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']",1
FUNC,"['f']",1
FUNC,"['f']",1
SCAL,"['1']",1
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']",1
SCAL,"['1']",1
FUNC,"['f']",1
SCAL,"['1', '/', '3']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', '2', 'x', '^', '2', '+', '2']",1
FUNC,"['f', '(', 'x', ')', '=', 'x']",1
SCAL,"['\\frac', '{', '1', '}', '{', '2', '^', 'k', '}']",1
FUNC,"['f', '(', 'x', ')', '=', '1', '/', 'x']",1
FUNC,"['\\exp', ':', '\\mathbb{C}', '\\to', '\\mathbb{C}']",1
FUNC,"['f', '(', 'x', ')', '=', '\\dfrac', '{', 'x', '^', '{', '2', '}', '-', '3', 'x', '+', '2', '}', '{', 'x', '^', '{', '2', '}', '-', '5', 'x', '+', '6', '}']",1
