mtype,tokens,type_tokens,labels,labels_str
SET,"['\\{', '1', ',', '2', ',', '3', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']","[8, 0]","['discrete-mathematics', 'elementary-set-theory']"
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2', '+', '4', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'expr_atom', '__ANON_3', '__ANON_1']","[32, 5, 0]","['calculus', 'functions', 'elementary-set-theory']"
FUNC,"['f', ':', 'S', '\\to', 'T']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
SET,\varnothing,set_constant,[0],['elementary-set-theory']
SET,\mathbb{N},"['set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
SET,"['\\{', 'u', ',', 'v', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
SET,"['A', '^', 'B']","['set_expr', '__ANON_0', 'CARET', '__ANON_0']",[0],['elementary-set-theory']
SET,"['\\mathbb{N}', '^', '\\mathbb{N}']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', 'set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
SET,"['(', '0', ',', '1', ')']","['interval', 'L_PAREN', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']","[10, 0]","['real-analysis', 'elementary-set-theory']"
SET,"['\\{', 'a', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_1', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
SET,"['\\{', '1', ',', '2', ',', '3', ',', '4', ',', '5', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'S', '\\rightarrow', '\\mathbb', 'N']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['f', ':', '\\mathbb{N}', '\\times', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', 'set_constant', 'SET_BASIC', 'sets__OP_CART', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[24, 0, 94]","['general-topology', 'elementary-set-theory', 'solution-verification']"
SCAL,"['-', '2']","['unary', 'SUB', 'expr_atom', '__ANON_3']","[0, 15]","['elementary-set-theory', 'notation']"
SET,\mathbb{N},"['set_constant', 'SET_BASIC']","[0, 21]","['elementary-set-theory', 'cardinals']"
FUNC,"['f', '(', 'x', ')', '=', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', '__ANON_1']","[0, 21]","['elementary-set-theory', 'cardinals']"
SET,\varnothing,set_constant,[0],['elementary-set-theory']
SET,"['\\{', '3', ',', '4', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']","[0, 21]","['elementary-set-theory', 'cardinals']"
SET,"['S', '\\times', 'S']","['set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0']",[0],['elementary-set-theory']
SET,"['\\{', 'a', ',', 'b', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
SET,\mathbb{N},"['set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[58, 0]","['abstract-algebra', 'elementary-set-theory']"
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
SCAL,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","[5, 0]","['functions', 'elementary-set-theory']"
SET,"['A', '\\times', 'A']","['set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'L', '\\to', 'S']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[58, 0, 21]","['abstract-algebra', 'elementary-set-theory', 'cardinals']"
SET,\mathbb{N},"['set_constant', 'SET_BASIC']","[10, 0, 40, 56]","['real-analysis', 'elementary-set-theory', 'proof-verification', 'proof-explanation']"
FUNC,"['f', '\\colon', '\\mathbb', 'C', '\\to', '\\mathbb', 'R', '\\times', '\\mathbb', 'R']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'set_expr', 'SET_FAT', '__ANON_0', 'sets__OP_CART', 'SET_FAT', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
SET,"['(', '0', ',', '\\frac', '{', '1', '}', '{', '2', '}', ')']","['interval', 'L_PAREN', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'R_PAREN']","[10, 24, 0]","['real-analysis', 'general-topology', 'elementary-set-theory']"
SET,"['(', '0', ',', '1', ')']","['interval', 'L_PAREN', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']","[10, 24, 0]","['real-analysis', 'general-topology', 'elementary-set-theory']"
SET,"['(', '0', ',', '1', ')']","['interval', 'L_PAREN', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']","[10, 24, 0]","['real-analysis', 'general-topology', 'elementary-set-theory']"
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['h', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{Q}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
SET,"['P', '(', 'x', ')']","['__ANON_0', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",[0],['elementary-set-theory']
SET,"['P', '(', 'x', ')']","['__ANON_0', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'X', '\\times', 'X', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']","[0, 7, 29]","['elementary-set-theory', 'terminology', 'definition']"
SET,\varnothing,set_constant,[0],['elementary-set-theory']
FUNC,"['f', ',', 'g', '\\colon', 'A', '\\to', 'B']","['func_def', 'func_enumeration', 'func_name', '__ANON_1', 'COMMA', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[0, 7, 29]","['elementary-set-theory', 'terminology', 'definition']"
FUNC,"['f', '\\colon', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[0, 7, 29]","['elementary-set-theory', 'terminology', 'definition']"
SET,"['\\mathbb', 'Z']","['SET_FAT', '__ANON_0']",[0],['elementary-set-theory']
SET,\varnothing,set_constant,"[24, 0, 29]","['general-topology', 'elementary-set-theory', 'definition']"
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[8, 0]","['discrete-mathematics', 'elementary-set-theory']"
FUNC,"['f', '(', 'x', ')', '=', '4', 'x', '+', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","[8, 0]","['discrete-mathematics', 'elementary-set-theory']"
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']","[10, 0]","['real-analysis', 'elementary-set-theory']"
SET,"['A', '\\cap', '\\mathbb{R}']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', 'set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
SET,"['\\{', '\\}']","['explset', 'L_BRACE_LITERAL', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
FUNC,"['i', ':', 'B', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[0, 40]","['elementary-set-theory', 'proof-verification']"
SET,\mathbb{N},"['set_constant', 'SET_BASIC']","[5, 0, 15]","['functions', 'elementary-set-theory', 'notation']"
SET,"['\\mathbb', 'Q', '\\cap', 'X']","['set_expr', 'SET_FAT', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']","[24, 0]","['general-topology', 'elementary-set-theory']"
FUNC,"['f', '\\colon', '\\mathbb{N}', '\\times', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', 'set_constant', 'SET_BASIC', 'sets__OP_CART', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[0, 7]","['elementary-set-theory', 'terminology']"
SET,"['\\{', 'x', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_1', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
SET,"['\\{', '1', ',', '2', ',', '3', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']","[8, 0, 16]","['discrete-mathematics', 'elementary-set-theory', 'relations']"
SCAL,"['a', '^', 'b']","['exp', '__ANON_1', 'CARET', '__ANON_1']","[17, 0, 41]","['elementary-number-theory', 'elementary-set-theory', 'proof-writing']"
SET,"['A', '^', 'B']","['set_expr', '__ANON_0', 'CARET', '__ANON_0']",[0],['elementary-set-theory']
SET,"['\\{', 'x', ',', 'y', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']","[8, 0, 41, 94]","['discrete-mathematics', 'elementary-set-theory', 'proof-writing', 'solution-verification']"
FUNC,"['h', '\\colon', '\\mathbb', 'N', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'E', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
SET,\mathbb{N},"['set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'R', '^', '2', '\\to', 'R']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'CARET', '__ANON_3', 'TO', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['f', '\\colon', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,"['g', ',', 'h', '\\colon', 'B', '\\to', 'M']","['func_def', 'func_enumeration', 'func_name', '__ANON_1', 'COMMA', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
SET,"['\\{', '1', ',', '2', ',', '3', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
FUNC,"['b', ':', 'C', '\\to', 'D']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[5, 8, 0]","['functions', 'discrete-mathematics', 'elementary-set-theory']"
SET,"['\\{', 'b', ',', 'c', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[0, 5]","['elementary-set-theory', 'functions']"
SET,\mathbb{N},"['set_constant', 'SET_BASIC']","[10, 52, 0, 40, 20]","['real-analysis', 'sequences-and-series', 'elementary-set-theory', 'proof-verification', 'logic']"
SET,"['(', 'c', ',', 'd', ')']","['interval', 'L_PAREN', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN']","[32, 10, 0]","['calculus', 'real-analysis', 'elementary-set-theory']"
FUNC,"['f', ':', 'A', '\\to', '[', '1', ',', 'n', ']']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'interval', 'L_BRACKET', 'expr_atom', '__ANON_3', 'COMMA', '__ANON_1', 'R_BRACKET']","[0, 41, 94]","['elementary-set-theory', 'proof-writing', 'solution-verification']"
SET,\mathbb{R},"['set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
SET,"['\\mathbb', 'Q']","['SET_FAT', '__ANON_0']","[10, 0]","['real-analysis', 'elementary-set-theory']"
FUNC,"['f', '\\colon', 'A', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
SET,"['\\{', 'x', ',', 'y', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']","[0, 16]","['elementary-set-theory', 'relations']"
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', 'S']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']","[0, 15]","['elementary-set-theory', 'notation']"
SET,"['A', '^', 'B']","['set_expr', '__ANON_0', 'CARET', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,"['f', ':', 'C', '\\to', 'A', '^', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_expr', '__ANON_0', 'CARET', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,"['f', ':', 'B', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']",[0],['elementary-set-theory']
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
SET,"['\\mathbb', 'N']","['SET_FAT', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['f', '\\colon', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
SET,"['A', '\\cup', 'C', '^', 'c']","['set_expr', '__ANON_0', 'sets__OP_UNION', '__ANON_0', 'CARET', '__ANON_1']",[0],['elementary-set-theory']
SCAL,"['n', '+', '1']","['additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']",[0],['elementary-set-theory']
SET,"['B', '^', 'c']","['__ANON_0', 'CARET', '__ANON_1']",[0],['elementary-set-theory']
SET,"['C', '^', 'c']","['__ANON_0', 'CARET', '__ANON_1']",[0],['elementary-set-theory']
SET,"['A', '\\cup', 'C', '^', 'c']","['set_expr', '__ANON_0', 'sets__OP_UNION', '__ANON_0', 'CARET', '__ANON_1']",[0],['elementary-set-theory']
SET,"['\\{', '1', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_3', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'S', '\\times', 'X', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
SET,"['\\mathbb', 'N']","['SET_FAT', '__ANON_0']",[0],['elementary-set-theory']
SET,"['\\{', '0', ',', '2', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']","[10, 0]","['real-analysis', 'elementary-set-theory']"
SET,"['\\{', '0', ',', '2', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']","[10, 0]","['real-analysis', 'elementary-set-theory']"
FUNC,"['f', ':', '\\mathbb{Z}', '\\to', '\\mathbb{Z}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[30, 0, 21]","['combinatorics', 'elementary-set-theory', 'cardinals']"
SET,"['\\{', '1', ',', '2', ',', '3', ',', '4', ',', '5', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']","[30, 0]","['combinatorics', 'elementary-set-theory']"
SET,"['X', '\\cap', 'Y']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
SET,"['X', '^', 'n']","['__ANON_0', 'CARET', '__ANON_1']",[0],['elementary-set-theory']
SET,"['A', '\\times', 'B']","['set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0']",[0],['elementary-set-theory']
SET,"['A', '^', 'n']","['__ANON_0', 'CARET', '__ANON_1']",[0],['elementary-set-theory']
FUNC,"['F', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[5, 8, 0, 41, 94]","['functions', 'discrete-mathematics', 'elementary-set-theory', 'proof-writing', 'solution-verification']"
FUNC,"['I', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[5, 8, 0, 41, 94]","['functions', 'discrete-mathematics', 'elementary-set-theory', 'proof-writing', 'solution-verification']"
FUNC,"['G', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[5, 8, 0, 41, 94]","['functions', 'discrete-mathematics', 'elementary-set-theory', 'proof-writing', 'solution-verification']"
FUNC,"['f', ':', 'Y', '\\to', 'Z']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,"['G', '(', 'n', ')', '=', 'n', '-', '1']","['func_expr', 'func_name_arg', 'func_name', '__ANON_0', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']","[5, 8, 0, 41, 94]","['functions', 'discrete-mathematics', 'elementary-set-theory', 'proof-writing', 'solution-verification']"
SET,"['X', '\\times', 'Y']","['set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['G', '\\colon', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[5, 8, 0, 41, 94]","['functions', 'discrete-mathematics', 'elementary-set-theory', 'proof-writing', 'solution-verification']"
FUNC,"['G', '\\colon', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[5, 8, 0, 41, 94]","['functions', 'discrete-mathematics', 'elementary-set-theory', 'proof-writing', 'solution-verification']"
FUNC,"['F', '\\colon', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[5, 8, 0, 41, 94]","['functions', 'discrete-mathematics', 'elementary-set-theory', 'proof-writing', 'solution-verification']"
FUNC,"['G', '\\colon', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[5, 8, 0, 41, 94]","['functions', 'discrete-mathematics', 'elementary-set-theory', 'proof-writing', 'solution-verification']"
FUNC,"['H', '\\colon', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[5, 8, 0, 41, 94]","['functions', 'discrete-mathematics', 'elementary-set-theory', 'proof-writing', 'solution-verification']"
SET,\mathbb{N},"['set_constant', 'SET_BASIC']","[10, 0]","['real-analysis', 'elementary-set-theory']"
FUNC,"['S', ':', 'N', '\\rightarrow', 'N']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[10, 0]","['real-analysis', 'elementary-set-theory']"
