fid,mtype,exprstr,mention,tags
63271c3e06a69a3f488e856f_f_2_8_0,FUNC,\arccos(y)=x,,"['trigonometry', 'calculator']"
63271c3e06a69a3f488e85cc_f_0_1_0,SCAL,\frac{m}{n},,"['calculus', 'sequences-and-series', 'trigonometry']"
632fbf65837ac920af6cd42d_f_5_22_0,SCAL,-\dfrac{1}{3},,"['calculus', 'limits', 'trigonometry', 'infinity']"
632fbf65837ac920af6cd42d_f_6_9_0,SCAL,\dfrac{f(x)}{x^2},the term,"['calculus', 'limits', 'trigonometry', 'infinity']"
632fbf65837ac920af6cd48a_f_1_4_0,SCAL,\frac{wb}{h},,"['geometry', 'trigonometry']"
63271c3e06a69a3f488e87f9_f_0_2_0,SCAL,\frac{e^{ix} - e^{-ix}}{2i},,"['algebra-precalculus', 'trigonometry']"
63271c3e06a69a3f488e894f_f_1_12_0,SET,"(25, -12.5)",the coordinates,"['geometry', 'trigonometry']"
632fbf65837ac920af6cd615_f_0_1_0,SCAL,x^n + \frac{1}{x^n},,['trigonometry']
63271c3e06a69a3f488e894f_f_1_30_0,SCAL,-\frac{1}{m},,"['geometry', 'trigonometry']"
632fbf65837ac920af6cd624_f_0_1_0,SCAL,\frac{f(x+h)-f(x)}{h},,"['real-analysis', 'calculus', 'derivatives', 'trigonometry']"
632fbf65837ac920af6cd668_f_0_14_0,SCAL,-\frac{5}{13},,"['algebra-precalculus', 'trigonometry']"
632fbf65837ac920af6cd683_f_0_13_0,SCAL,\frac{r}{y},,['trigonometry']
632f8a04837ac920af677b2f_f_1_4_0,FUNC,\cos(x)=\frac{1-t^2}{1+t^2},,"['real-analysis', 'integration', 'trigonometry', 'definite-integrals']"
632ffdea837ac920af72e42d_f_1_0_0,SCAL,\frac{x}{y},whose tangent,"['linear-algebra', 'trigonometry', 'robotics']"
632ffdea837ac920af72e486_f_0_4_0,SCAL,\dfrac{27}{32},,"['trigonometry', 'inequality', 'complex-numbers']"
63271c3e06a69a3f488e8d19_f_1_2_0,SCAL,(1-e^{-2z})^{-1/2},,"['calculus', 'trigonometry', 'definite-integrals', 'logarithms']"
632ffdeb837ac920af72e7b2_f_0_6_0,SCAL,\frac{-1}{6},,"['algebra-precalculus', 'functions', 'trigonometry']"
632f8a05837ac920af677d83_f_2_7_0,SCAL,3(a+b)(b+c)(a+c),,['trigonometry']
632f8a05837ac920af677d88_f_2_7_0,SCAL,(t+1)(4 t^2 - 2 t - 1)^2,,"['functions', 'trigonometry']"
632f8a05837ac920af677d88_f_2_10_0,SCAL,4 t^2 - 2 t - 1,,"['functions', 'trigonometry']"
632f8a05837ac920af677d88_f_3_9_0,SCAL, x^2 + x - 1 ,,"['functions', 'trigonometry']"
632fbf66837ac920af6cd837_f_0_2_0,SET,\mathbb{R}^2,,"['trigonometry', 'vectors']"
632f8a05837ac920af677d88_f_3_11_0,SCAL, x^3 + x^2 -2x-1 ,,"['functions', 'trigonometry']"
632fbf66837ac920af6cd837_f_0_4_0,SCAL,tan(\frac{y}{x}),,"['trigonometry', 'vectors']"
632f8a05837ac920af677d88_f_3_13_0,SCAL, x^5 + x^4 - 4 x^3 - 3 x^2 + 3x +1 ,,"['functions', 'trigonometry']"
632f8a05837ac920af677d88_f_3_15_0,SCAL,  x^6 + x^5 - 5 x^4 - 4 x^3 + 6 x^2 + 3 x - 1 ,,"['functions', 'trigonometry']"
632f8a05837ac920af677d88_f_3_17_0,SCAL, x^8 + x^7 - 7 x^6 - 6 x^5 + 15 x^4 + 10 x^3 - 10 x^2 - 4 x + 1  ,,"['functions', 'trigonometry']"
63271c3e06a69a3f488e8dfb_f_1_1_0,FUNC,g(x)=f(x+2),,"['functions', 'trigonometry']"
632f8a05837ac920af677d88_f_3_19_0,SCAL, x^9 + x^8 -8 x^7 - 7 x^6 +21 x^5 + 15 x^4 -20 x^3 - 10 x^2 +5 x + 1  ,,"['functions', 'trigonometry']"
632f8a05837ac920af677e04_f_1_1_0,SCAL,\frac{1}{2},,"['calculus', 'algebra-precalculus', 'trigonometry']"
632fbf66837ac920af6cd8f4_f_2_10_0,SCAL,\dfrac{(7-a)^2}{4},,"['geometry', 'trigonometry']"
63271c3f06a69a3f488e8ec5_f_0_7_0,SCAL,\dfrac{ds}{dt},,"['calculus', 'trigonometry', 'derivatives', 'solution-verification']"
632fbf66837ac920af6cda39_f_1_0_0,SET,\mathbb{R}^2,,"['geometry', 'trigonometry', 'rotations']"
63271c3f06a69a3f488e8f34_f_0_1_0,SCAL,\frac{39}{f(x)+14},,"['functions', 'trigonometry']"
63271c3f06a69a3f488e8fb4_f_2_8_0,SCAL,4x^3-3x-1/2,,['trigonometry']
632f8a05837ac920af677ed7_f_1_0_0,FUNC,f(t)=(1+t^2)^{-1},,"['sequences-and-series', 'trigonometry', 'convergence-divergence', 'summation', 'standard-error']"
632ffdeb837ac920af72eaf9_f_1_3_0,SCAL,\frac{2sin(x)cos(x)}{cos^2(x)},,['trigonometry']
632fbf66837ac920af6cda5a_f_0_2_0,SCAL, \frac{d^3y}{dx^3} ,,"['calculus', 'derivatives', 'trigonometry']"
632ffdeb837ac920af72eaf9_f_1_4_0,SCAL,\frac{2sin(x)}{cos(x)},,['trigonometry']
632fbf66837ac920af6cda5a_f_0_3_0,SCAL, \frac{d^3y}{dt^3} ,,"['calculus', 'derivatives', 'trigonometry']"
632fbf66837ac920af6cda5a_f_0_4_0,SCAL, \frac{d^3x}{dt^3} ,,"['calculus', 'derivatives', 'trigonometry']"
632fbf66837ac920af6cda5a_f_0_5_0,SCAL, \frac{b}{a} ,,"['calculus', 'derivatives', 'trigonometry']"
632fbf66837ac920af6cda5a_f_1_0_0,SCAL,\frac{d^3y}{dt^3},,"['calculus', 'derivatives', 'trigonometry']"
632fbf66837ac920af6cda5a_f_1_1_0,SCAL,\frac{d^3x}{dt^3},,"['calculus', 'derivatives', 'trigonometry']"
632fbf66837ac920af6cda5a_f_1_2_0,SCAL,\frac{d^3y}{dx^3},,"['calculus', 'derivatives', 'trigonometry']"
632ffdeb837ac920af72eaf9_f_2_5_0,SCAL,(cos^{2}x + 1)^{2},side,['trigonometry']
632ffdeb837ac920af72eaf9_f_2_6_0,SCAL,9cos^{2}x(1-cos^{2}x),,['trigonometry']
63271c3f06a69a3f488e90af_f_1_9_0,SCAL,\frac{1}{x-1},,"['real-analysis', 'general-topology', 'trigonometry', 'metric-spaces']"
63271c3f06a69a3f488e90af_f_2_1_0,SCAL,xsin(\frac{1}{x}),,"['real-analysis', 'general-topology', 'trigonometry', 'metric-spaces']"
63271c3f06a69a3f488e93c9_f_2_9_0,SCAL,\frac{b}{2},,"['geometry', 'trigonometry', 'triangles', 'area', 'spherical-geometry']"
632ffdec837ac920af72f1a4_f_0_1_0,SCAL,\frac{dy}{dx},,"['derivatives', 'trigonometry']"
632fc61b837ac920af6cdcb8_f_0_4_0,SCAL,-\frac{13}{12},,['trigonometry']
632fc61b837ac920af6cdcb8_f_0_6_0,SCAL,-\frac{12}{13},,['trigonometry']
632fc61c837ac920af6cdd0e_f_0_5_0,SCAL,4x^4-2x^3-3x^2-x+1,,['trigonometry']
632ffdec837ac920af72f1fa_f_1_41_0,SCAL,2y+2-6(x+1),,"['algebra-precalculus', 'trigonometry', 'polynomials']"
632ffdec837ac920af72f1fa_f_1_54_0,SCAL,2y+2-6(x+1),,"['algebra-precalculus', 'trigonometry', 'polynomials']"
632fc61c837ac920af6cdd6b_f_1_2_0,SCAL,\dfrac{x^2+4x+3}{x^2+4x+5},And the fact,"['trigonometry', 'exponential-function', 'contest-math']"
632fc61c837ac920af6cdd6b_f_1_3_0,SCAL,\dfrac{2x+4}{x^2+4x+5},,"['trigonometry', 'exponential-function', 'contest-math']"
632fc61c837ac920af6cdf4f_f_1_5_0,SET,\mathbb{R}^2,,"['abstract-algebra', 'trigonometry', 'complex-numbers']"
632fc61c837ac920af6cdf4f_f_1_6_0,SET,\mathbb{R}^2,,"['abstract-algebra', 'trigonometry', 'complex-numbers']"
632fc61c837ac920af6cdf7b_f_3_17_0,FUNC,\sin(x) = b/c,,"['algebra-precalculus', 'trigonometry', 'rational-numbers', 'rationality-testing']"
632fc61c837ac920af6cdf7b_f_3_19_0,FUNC,\cos(x) = a/c,,"['algebra-precalculus', 'trigonometry', 'rational-numbers', 'rationality-testing']"
632fc61c837ac920af6cdf7b_f_3_21_0,FUNC,\tan(x) = b/a,,"['algebra-precalculus', 'trigonometry', 'rational-numbers', 'rationality-testing']"
632f8a06837ac920af678809_f_1_5_0,SET,"(-1/3,-2/3)",,['trigonometry']
63271c3f06a69a3f488e96f6_f_2_9_0,FUNC,"\sin(x)=\frac{\frac{551 x^5}{166320}-\frac{53 x^3}{396}+x}{\frac{5 x^4}{11088}+\frac{13x^2}{396}+1}",,"['linear-algebra', 'trigonometry']"
632ffded837ac920af72f32e_f_1_18_0,SCAL,-(2x^2-1)/(x^2(x^2-1)^{3/2}),,"['calculus', 'trigonometry', 'roots']"
63271c3f06a69a3f488e973b_f_3_7_0,SCAL,20506561115672 ,,"['trigonometry', 'polar-coordinates']"
63271c3f06a69a3f488e973b_f_3_8_0,SCAL,0144912491098061 ,,"['trigonometry', 'polar-coordinates']"
63271c3f06a69a3f488e973b_f_3_17_0,SCAL,20061389524872 ,,"['trigonometry', 'polar-coordinates']"
63271c3f06a69a3f488e973b_f_3_18_0,SCAL,000638165265964163 ,,"['trigonometry', 'polar-coordinates']"
63271c3f06a69a3f488e973b_f_3_20_0,SCAL,20080132814502 ,,"['trigonometry', 'polar-coordinates']"
63271c3f06a69a3f488e973b_f_3_21_0,SCAL,000000000000002220 ,,"['trigonometry', 'polar-coordinates']"
63271c3f06a69a3f488e973b_f_3_23_0,SCAL,20080132817247 ,,"['trigonometry', 'polar-coordinates']"
63271c3f06a69a3f488e973b_f_3_24_0,SCAL,000000000093464347 ,,"['trigonometry', 'polar-coordinates']"
63271c3f06a69a3f488e973b_f_3_26_0,SCAL,20080167055819 ,,"['trigonometry', 'polar-coordinates']"
63271c3f06a69a3f488e973b_f_3_27_0,SCAL,0000011657432845702 ,,"['trigonometry', 'polar-coordinates']"
63271c3f06a69a3f488e973b_f_3_29_0,SCAL,20506561115672 ,,"['trigonometry', 'polar-coordinates']"
63271c3f06a69a3f488e973b_f_3_30_0,SCAL,0144912491098061 ,,"['trigonometry', 'polar-coordinates']"
632fc61c837ac920af6ce235_f_1_6_0,SCAL,\frac{2}{3},,"['algebra-precalculus', 'trigonometry']"
632fc61c837ac920af6ce343_f_1_1_0,SCAL,\frac{2}{3\cdot 6^{1/3}},,"['calculus', 'algebra-precalculus', 'trigonometry']"
63271c3f06a69a3f488e98e2_f_0_3_0,SCAL,a^4 + b^4 + c^4 + d^4,,"['trigonometry', 'complex-numbers']"
632f8a07837ac920af678b5a_f_0_0_0,FUNC,"f:(-1,1) \rightarrow \mathbb{R}",,"['functions', 'trigonometry']"
632fc61d837ac920af6ce3af_f_3_2_0,SET,\mathbb R^2,the formula,['trigonometry']
632fc61d837ac920af6ce406_f_0_4_0,SCAL,\frac{5000-600}{4100},,"['trigonometry', 'triangles', 'slope']"
632fc61d837ac920af6ce406_f_0_5_0,SCAL,\frac{4400}{4100},,"['trigonometry', 'triangles', 'slope']"
63271c4006a69a3f488e9a08_f_1_1_0,FUNC,\sin(x)=\frac{1}{2},f_1_0_0   imples   f_1_1_0,"['calculus', 'functions', 'trigonometry', 'derivatives']"
632fc61d837ac920af6ce4cc_f_0_13_0,SCAL,s(s-a)(s-b)(s-c),an integer,"['geometry', 'trigonometry', 'proof-explanation']"
632fc61d837ac920af6ce4cc_f_0_16_0,SCAL,s(s-a)(s-b)(s-c),an integer,"['geometry', 'trigonometry', 'proof-explanation']"
632f8a07837ac920af678cba_f_1_2_0,SCAL,8x^3-4x^2-4x+1,,['trigonometry']
633004b9837ac920af72f816_f_2_2_0,SCAL,\frac{1}{2},,"['real-analysis', 'sequences-and-series', 'trigonometry']"
633004b9837ac920af72f86f_f_1_1_0,SCAL,5.79\times 10^{-21},,"['trigonometry', 'tetration', 'power-towers']"
632f8a07837ac920af678cba_f_1_17_0,SCAL,8x^3-4x^2-4x+1,,['trigonometry']
63271c4006a69a3f488e9a85_f_2_4_0,SCAL,"4e^{2ix}+4e^{-2ix}+e^{4ix}+e^{-4ix}-8+4e^{3ix}-4e^{-ix}-4e^{ix}+4e^{-3ix}-2",,"['trigonometry', 'indefinite-integrals']"
63271c4006a69a3f488e9a85_f_2_5_0,SCAL,"e^{4ix}+e^{-4ix}+4e^{3ix}+4e^{-3ix}+4e^{2ix}+4e^{-2ix}-4e^{ix}-4e^{-ix}-10",,"['trigonometry', 'indefinite-integrals']"
63271c4006a69a3f488e9ae6_f_1_3_0,FUNC,\tan(i)=i\frac{e-\frac{1}{e}}{e+\frac{1}{e}},,"['calculus', 'analysis', 'trigonometry']"
632fc61d837ac920af6ce4ef_f_0_6_0,FUNC,\csc(30) = c / 4,,"['geometry', 'trigonometry']"
632fc61d837ac920af6ce4ef_f_0_8_0,FUNC,\csc(30) = c / 4,,"['geometry', 'trigonometry']"
632fc61d837ac920af6ce4ef_f_0_9_0,FUNC,\tan(30) = 4 / a,,"['geometry', 'trigonometry']"
632f8a07837ac920af678db1_f_0_6_0,SCAL,\frac{5}{12},,"['trigonometry', 'inequality']"
63271c4006a69a3f488e9d15_f_2_3_0,FUNC,\cos(s)=\frac{4}{5},,['trigonometry']
63271c4006a69a3f488e9d15_f_2_4_0,FUNC,\sin(s)=\frac{3}{5},,['trigonometry']
632f8a07837ac920af678e46_f_0_4_0,FUNC,\sin(0.78539816) = 0.70710678,,['trigonometry']
632f8a07837ac920af678e46_f_0_5_0,FUNC,\arcsin(0.70710678) = 0.78539816,,['trigonometry']
632f8a07837ac920af678e46_f_1_17_0,SCAL,\frac{x+y}{1-xy},,['trigonometry']
63271c4006a69a3f488e9f28_f_1_6_0,SCAL,\frac{2y}{1-y^2}\frac{r-y}{1+yr}+\frac{2y}{1-y^2}\frac{s-y}{1+ys}+\frac{r-y}{1+yr}\frac{s-y}{1+ys},left - hand side,['trigonometry']
63271c4006a69a3f488e9f28_f_1_7_0,SCAL,\frac{2y(r-y)(1+ys)+2y(s-y)(1+yr)+(1-y^2)(r-y)(s-y)}{(1-y^2)(1+yr)(1+ys)},,['trigonometry']
632fc61d837ac920af6ce8bb_f_1_18_0,FUNC,\cos(x) = 0,,"['complex-analysis', 'trigonometry', 'exponential-function', 'roots']"
632f8a07837ac920af678eba_f_1_0_0,FUNC,f(x) = b^x ,,"['functions', 'trigonometry', 'collatz-conjecture']"
63271c4006a69a3f488ea044_f_0_6_0,SCAL,-3/2 e^{-i a-i b-i c}-3/2 e^{i a+i b+i c}+1/2 e^{-3 i a}+1/2 e^{3 i a}+1/2 e^{-3 i b}+1/2 e^{3 i b}+1/2 e^{-3 i c}+1/2 e^{3 i c},,"['trigonometry', 'complex-numbers']"
63271c4006a69a3f488ea044_f_0_7_0,SCAL,1/2 e^{i a-i b}+1/2 e^{i b-i a}+1/2 e^{i b-i c}+1/2 e^{i c-i b}+1,,"['trigonometry', 'complex-numbers']"
63271c4006a69a3f488ea044_f_0_8_0,SCAL,1/2 e^{-2 i a}+1/2 e^{2 i a}+1/2 e^{-2 i b}+1/2 e^{2 i b}+1/2 e^{-2 i c}+1/2 e^{2 i c},,"['trigonometry', 'complex-numbers']"
632f8a07837ac920af678eba_f_1_8_0,FUNC,g(x) = x/2 ,,"['functions', 'trigonometry', 'collatz-conjecture']"
63271c4006a69a3f488ea044_f_0_9_0,SCAL,1/2 e^{-i a-i b}+1/2 e^{i a+i b}+1/2 e^{-i a-i c}+1/2 e^{i a+i c}+1/2 e^{-i b-i c}+1/2 e^{i b+i c},,"['trigonometry', 'complex-numbers']"
632f8a07837ac920af678f35_f_2_4_0,FUNC,\cos(x)=\frac{e^{ix}+e^{-ix}}{2},,"['calculus', 'integration', 'trigonometry', 'definite-integrals', 'trigonometric-integrals']"
63271c4006a69a3f488ea120_f_1_3_0,SCAL,2\times 1\times 0,,"['trigonometry', 'modular-arithmetic']"
63271c4006a69a3f488ea120_f_1_5_0,SCAL,0\times 1\times 0,,"['trigonometry', 'modular-arithmetic']"
63271c4006a69a3f488ea120_f_1_7_0,SCAL,2\times 1\times 0,,"['trigonometry', 'modular-arithmetic']"
632fc61e837ac920af6ceabb_f_4_2_0,FUNC,f(x)=1/(1+x^2),,"['integration', 'derivatives', 'trigonometry', 'area']"
63271c4006a69a3f488ea136_f_2_7_0,SCAL,156.96 x^2-800. x+510.96,this last expression,['trigonometry']
632f8a07837ac920af679087_f_4_2_0,SCAL,x^3+x^2-2x-1,,"['trigonometry', 'polynomials', 'roots', 'fractions', 'substitution']"
632f8a07837ac920af679087_f_4_8_0,FUNC, p(x)= x^3-2x^2-x+1 ,,"['trigonometry', 'polynomials', 'roots', 'fractions', 'substitution']"
632f8a07837ac920af679098_f_2_4_0,SCAL,1.76634028\cdots,the root,"['trigonometry', 'circles', 'area']"
632f8a08837ac920af6791da_f_1_3_0,FUNC,x(t) = 3cos(4t)+2sin(6t)+cos(10t),,"['algebra-precalculus', 'trigonometry', 'physics']"
632fc61e837ac920af6cedcf_f_1_1_0,SET,O(x^{n+q+1}),,"['sequences-and-series', 'trigonometry']"
632fc61e837ac920af6cedcf_f_1_3_0,SCAL,\frac{1768969 }{2986723025814528000}x^{15},the absolute difference,"['sequences-and-series', 'trigonometry']"
632f8a08837ac920af679239_f_0_1_0,SCAL,\frac{4xy}{(x+y)^2},,['trigonometry']
632f8a08837ac920af67924f_f_1_2_0,FUNC, f(a)=a^{z-1} + a^{\frac{1}{z}-1} ,,"['calculus', 'trigonometry', 'inequality', 'contest-math', 'exponential-function']"
6327306106a69a3f488ea2b0_f_0_5_0,SCAL,(2x - 1)(x + 1),,"['algebra-precalculus', 'functions', 'trigonometry']"
632f8a08837ac920af6792ca_f_0_0_0,FUNC,p : \mathbb{R} \to S^1,,"['real-analysis', 'general-topology', 'functions', 'trigonometry']"
632f8a08837ac920af6792e9_f_1_4_0,FUNC,I(2)=112388.61,,"['functions', 'trigonometry']"
632f8a08837ac920af6794ec_f_1_5_0,SCAL,\frac{d^{2k}}{dx^{2k}},,"['trigonometry', 'inequality']"
632f8a08837ac920af67951f_f_1_1_0,SCAL,(2n) + \frac{3}{4},,['trigonometry']
632f8a08837ac920af67951f_f_1_2_0,SCAL,(2n+1) + \frac{3}{4},,['trigonometry']
632f8a08837ac920af67951f_f_1_3_0,SCAL,\frac{3}{4},,['trigonometry']
632f8a08837ac920af67951f_f_1_4_0,SCAL,\frac{3}{4},,['trigonometry']
632f8a08837ac920af67953b_f_0_1_0,SCAL,45.22916667,,"['geometry', 'trigonometry']"
632f8a08837ac920af679610_f_1_8_0,SCAL,r^3 + s^3 + t^3,,"['trigonometry', 'complex-numbers']"
632f8a08837ac920af679610_f_2_3_0,FUNC, p(x)=8x^3+4x^2-4x-1.,the Chebyshev polynomial,"['trigonometry', 'complex-numbers']"
632f8a08837ac920af679610_f_2_8_0,FUNC, q(x)=x^3-21x^2+35x-7 ,,"['trigonometry', 'complex-numbers']"
632fc61f837ac920af6cf35d_f_0_3_0,SCAL,\frac{n-1}{2},,"['trigonometry', 'complex-numbers', 'characters']"
6327306206a69a3f488ea86f_f_0_11_0,SCAL,1/4 sin(2x) + 1/2 x,,"['integration', 'trigonometry', 'area']"
633004ba837ac920af73026e_f_0_2_0,SET,\mathbb{R}^2,,"['real-analysis', 'calculus', 'integration', 'geometry', 'trigonometry']"
632fc61f837ac920af6cf480_f_1_6_0,FUNC,\sin(x) = 1,,['trigonometry']
632f8a08837ac920af67970f_f_1_7_0,SCAL,\frac{d}{dx},a linear operator,"['trigonometry', 'derivatives', 'fourier-analysis']"
632f8a08837ac920af67970f_f_1_8_0,SCAL,\frac{d}{dx},,"['trigonometry', 'derivatives', 'fourier-analysis']"
632f8a08837ac920af67970f_f_1_13_0,SCAL,\frac{d}{dx},,"['trigonometry', 'derivatives', 'fourier-analysis']"
632f8a08837ac920af67970f_f_1_20_0,SCAL,k \times 90^o,,"['trigonometry', 'derivatives', 'fourier-analysis']"
632f8a08837ac920af67970f_f_1_23_0,SCAL,r \times 90^o,,"['trigonometry', 'derivatives', 'fourier-analysis']"
6327306206a69a3f488eabf4_f_0_1_0,SCAL,\frac{1}{1+x^2},,"['calculus', 'trigonometry', 'derivatives']"
632f8a08837ac920af679759_f_1_4_0,SCAL,z^5+z^4 + z^3 + z^2 + z + z^0 + z^{-1} + z^{-2} + z^{-3} + z^{-4}+z^{-5} - (z^5 + z^{-5}),,"['calculus', 'trigonometry']"
632fc61f837ac920af6cf61c_f_3_0_0,SCAL,sin{(1/x)sin(1/y)},an interval,"['limits', 'functions', 'trigonometry', 'continued-fractions']"
632fc61f837ac920af6cf61c_f_3_7_0,SCAL,sin(1/x)sin(1/y),,"['limits', 'functions', 'trigonometry', 'continued-fractions']"
632fc61f837ac920af6cf61c_f_3_10_0,FUNC,f(x)=x^2{sin(1/x)},,"['limits', 'functions', 'trigonometry', 'continued-fractions']"
633004bb837ac920af73041f_f_0_1_0,FUNC,\sin(0) = 0,,"['calculus', 'trigonometry']"
633004bb837ac920af73041f_f_0_2_0,FUNC,\cos(0) = 1,,"['calculus', 'trigonometry']"
632fc61f837ac920af6cf646_f_3_23_0,SCAL,2^{-p-k-1}/2,,"['sequences-and-series', 'trigonometry']"
632fc61f837ac920af6cf646_f_3_36_0,SCAL,(1+2^{-q})^2,,"['sequences-and-series', 'trigonometry']"
633004bb837ac920af73044b_f_0_5_0,SCAL,\frac{x^{2n}-1}{x^2-1},,"['trigonometry', 'complex-numbers']"
632f8a09837ac920af679ae0_f_2_0_0,SCAL,\frac{1}{2},,"['algebra-precalculus', 'trigonometry']"
633004bb837ac920af7306aa_f_1_2_0,SCAL,\frac{n}{2},,"['real-analysis', 'limits', 'trigonometry']"
6327306406a69a3f488eba17_f_0_1_0,SCAL,5.508306483,,"['trigonometry', 'inverse']"
632f8a09837ac920af679d30_f_0_6_0,SCAL,(xywz)^{1/2},,"['trigonometry', 'inequality', 'radicals', 'fractions', 'cauchy-schwarz-inequality']"
632f8a0a837ac920af679e14_f_0_5_0,SCAL,\frac{\frac{3}{2}-{e}^{ib}-{e}^{-ib}+\frac{{e}^{ibn}}{2}-\frac{{e}^{ib(n+1)}}{2}+\frac{{e}^{ib}}{2}+\frac{{e}^{-ibn}}{2}-\frac{{e}^{ibn-ib}}{2}-\frac{1}{2}+\frac{{e}^{-ib}}{2}}{1-{e}^{ib}-{e}^{-ib}},the equation,"['sequences-and-series', 'trigonometry', 'complex-numbers', 'summation']"
632f8a0a837ac920af679e14_f_1_1_0,SCAL,(e^{ib}-1)(e^{-ib}-1),,"['sequences-and-series', 'trigonometry', 'complex-numbers', 'summation']"
632f8a0a837ac920af679e14_f_1_2_0,SCAL,2-e^{ib}-e^{-ib},,"['sequences-and-series', 'trigonometry', 'complex-numbers', 'summation']"
6327306406a69a3f488ebaa8_f_0_3_0,FUNC,\sin(x) = 0 ,,"['trigonometry', 'logarithms']"
632f8a0a837ac920af679eb9_f_4_9_0,FUNC,\sin(x)=\frac{1}{2},,['trigonometry']
633004bc837ac920af730a22_f_0_8_0,SCAL,\frac{1}{1-x},,"['calculus', 'trigonometry', 'summation', 'trigonometric-series']"
6327306506a69a3f488ec253_f_0_0_0,FUNC,\sin(t) = 0,My prof,"['calculus', 'trigonometry']"
6327306506a69a3f488ec253_f_0_4_0,FUNC,\sin(t) = 0,,"['calculus', 'trigonometry']"
6327306506a69a3f488ec253_f_0_8_0,FUNC,\sin(t) = 0,all points,"['calculus', 'trigonometry']"
632f8a0a837ac920af67a0b5_f_0_2_0,FUNC,\cos(x) = \frac{1}{3},,"['sequences-and-series', 'trigonometry', 'summation', 'trigonometric-series']"
6327306506a69a3f488ec317_f_0_5_0,FUNC,"f(x) = 1 + 1/x",the translation,"['trigonometry', 'fixed-point-theorems']"
632f8a0a837ac920af67a148_f_0_9_0,SCAL,\frac{1}{cosx},,"['algebra-precalculus', 'trigonometry']"
632f8a0a837ac920af67a148_f_0_11_0,SCAL,\frac{-1}{sinx},,"['algebra-precalculus', 'trigonometry']"
632fc620837ac920af6cfac6_f_2_4_0,SCAL,\frac{tan(x)}{x},this method,"['algebra-precalculus', 'trigonometry', 'transcendental-equations']"
6327306506a69a3f488ec4f4_f_0_2_0,SCAL,\frac{area}{distance^2},the formula   f_0_2_0,"['geometry', 'trigonometry', 'physics', 'collision-detection', 'solid-angle']"
632fc620837ac920af6cfac6_f_3_3_0,SCAL,5.38\times 10^{-5},,"['algebra-precalculus', 'trigonometry', 'transcendental-equations']"
632fc620837ac920af6cfac6_f_3_5_0,SCAL,7.24\times 10^{-9},,"['algebra-precalculus', 'trigonometry', 'transcendental-equations']"
632f8a0a837ac920af67a181_f_1_0_0,FUNC,\cos(x) = 0,  The solution sets,"['trigonometry', 'integers']"
632f8a0a837ac920af67a181_f_1_1_0,FUNC,\cos(x) = 1,,"['trigonometry', 'integers']"
632f8a0a837ac920af67a181_f_1_2_0,FUNC,\cos(x) = -1,,"['trigonometry', 'integers']"
632f8a0a837ac920af67a181_f_1_4_0,FUNC,\cos(x) = 1,,"['trigonometry', 'integers']"
632f8a0a837ac920af67a181_f_1_7_0,FUNC,\cos(x) = 0,,"['trigonometry', 'integers']"
632f8a0a837ac920af67a181_f_1_10_0,FUNC,\cos(x) = -1,,"['trigonometry', 'integers']"
632f8a0a837ac920af67a255_f_0_2_0,SCAL,n^{2} + n + 4,,"['sequences-and-series', 'trigonometry']"
6327306606a69a3f488ec876_f_0_0_0,FUNC,f: \mathbb{R} \rightarrow \mathbb{R},,"['real-analysis', 'functions', 'trigonometry', 'derivatives']"
632f8a0a837ac920af67a413_f_2_0_0,SCAL,sin(3x+4)+sin(6x+7),the function,['trigonometry']
6327306606a69a3f488ec95a_f_0_5_0,SCAL, \frac{1}{6} ,,['trigonometry']
6327306606a69a3f488ec95a_f_0_7_0,SCAL, 1 - \frac{4}{9} ,,['trigonometry']
6327306606a69a3f488ec98f_f_0_17_0,SCAL,\frac{1}{16}(\frac{1}{2}(\frac{e^{4ix}-e^{-4ix}}{2i})+4(\frac{e^{2ix}-e^{-2ix}}{2i})+6x)+c,,"['calculus', 'integration', 'trigonometry']"
633004bc837ac920af730f58_f_2_2_0,SCAL,(1) + 2 \times (2),,['trigonometry']
632f8a0b837ac920af67a594_f_0_2_0,SCAL, x + \frac {1}{x} ,,"['trigonometry', 'inequality']"
632f8a0b837ac920af67a594_f_0_18_0,SCAL, x+\frac{1}{x},,"['trigonometry', 'inequality']"
632f8a0b837ac920af67a59a_f_0_3_0,SCAL,\dfrac{x}{y},,"['trigonometry', 'complex-numbers']"
6327306706a69a3f488ed0df_f_0_1_0,SET,\mathbb{R}^2,,"['calculus', 'matrices', 'algebra-precalculus', 'geometry', 'trigonometry']"
632f8a0b837ac920af67a67d_f_0_0_0,FUNC,\sin(x) = -2,,"['trigonometry', 'quadratics', 'problem-solving']"
632f8a0b837ac920af67a67d_f_0_1_0,FUNC,\sin(x) = -1/2,,"['trigonometry', 'quadratics', 'problem-solving']"
6327306706a69a3f488ed4e2_f_0_14_0,SCAL,\frac{e^3+e^{-3}}{2} \times \frac{e^4+e^{-4}}{2},,"['trigonometry', 'hyperbolic-geometry']"
632fc621837ac920af6d004e_f_0_3_0,FUNC,f(x) = g(x),,['trigonometry']
632fc621837ac920af6d004e_f_0_4_0,FUNC,f(x) = g(x),,['trigonometry']
633004bc837ac920af7310f3_f_0_21_0,SCAL,1.2473826912977909520,,"['geometry', 'trigonometry', 'triangles', 'circles', 'area']"
