fid,mtype,exprstr,mention,tokens,tags
632f972a837ac920af68be38_f_1_13_0,FUNC,f,this function,['f'],"['trigonometry', 'soft-question', 'graphing-functions']"
632fd3c4837ac920af6e43ed_f_1_27_0,SCAL,\dfrac{176}{57},the fraction,"['\\dfrac', '{', '1', '}', '{', '5', '}']","['trigonometry', 'inequality', 'absolute-value', 'integers']"
632f6603837ac920af642a22_f_0_0_0,SCAL,\frac{s}{s^2+4},partial fractions,"['\\frac', '{', 's', '}', '{', 's', '^', '2', '+', '4', '}']","['integration', 'trigonometry', 'derivatives', 'fourier-analysis', 'laplace-transform']"
632f6603837ac920af642a81_f_0_2_0,FUNC,t,a function,['t'],"['functions', 'trigonometry']"
63300bca837ac920af744201_f_0_118_0,FUNC,f,a differentiable function,['f'],"['calculus', 'trigonometry', 'solution-verification']"
63300bca837ac920af744406_f_2_40_0,FUNC,\arcsin,an odd function,\arcsin,['trigonometry']
63300bca837ac920af744406_f_2_48_0,FUNC,\arcsin,an odd function,\arcsin,['trigonometry']
632fd3c5837ac920af6e467f_f_1_9_0,SCAL,1-2i,the complex number   f_1_9_0,"['1', '-', '2', 'i']","['analysis', 'trigonometry']"
632f6603837ac920af642c96_f_0_6_0,SCAL,\frac{1}{2},The highest value,"['\\frac', '{', '1', '}', '{', '2', '}']","['functions', 'trigonometry']"
632fd3c5837ac920af6e467f_f_2_29_0,SCAL,a+ib,the complex number   f_2_29_0,"['a', '+', 'i', 'b']","['analysis', 'trigonometry']"
63300bca837ac920af7445c7_f_3_3_0,SCAL,5,the number   f_3_3_0,5,"['trigonometry', 'logarithms']"
632f6603837ac920af642d6f_f_3_5_0,SCAL,x(0),the initial value,"['x', '(', '0', ')']","['trigonometry', 'numerical-methods', 'fixed-point-theorems']"
632f972a837ac920af68c165_f_0_1_0,FUNC,x,the above function,['x'],"['trigonometry', 'derivatives', 'hyperbolic-functions']"
632f972a837ac920af68c166_f_4_2_0,FUNC,f,the given   function,['f'],"['algebra-precalculus', 'trigonometry']"
632f972a837ac920af68c1c4_f_4_13_0,FUNC,g(x) = x-x^3,the function   f_4_13_0,"['g', '(', 'x', ')', '=', 'x', '-', 'x', '^', '3']","['trigonometry', 'inequality']"
632fd3c6837ac920af6e500f_f_0_1_0,FUNC,u,a function,['u'],"['ordinary-differential-equations', 'trigonometry', 'partial-differential-equations']"
632fd3c6837ac920af6e500f_f_0_3_0,SCAL,c^2,constant,"['c', '^', '2']","['ordinary-differential-equations', 'trigonometry', 'partial-differential-equations']"
63300bcb837ac920af744d54_f_0_1_0,FUNC,g: H \to\mathbb{R},an inverse function   f_0_1_0,"['g', ':', 'H', '\\to', '\\mathbb{R}']","['analysis', 'trigonometry']"
632f6605837ac920af64348e_f_1_3_0,FUNC,f,three functions,['f'],"['calculus', 'trigonometry']"
632f6605837ac920af64348e_f_1_7_0,FUNC,y,.     f_1_6_0   maps   f_1_7_0,['y'],"['calculus', 'trigonometry']"
632f6605837ac920af64348e_f_1_10_0,FUNC,z,.     f_1_9_0   maps,['z'],"['calculus', 'trigonometry']"
63300bcc837ac920af744eb3_f_2_0_0,FUNC,\arcsin,The function,\arcsin,"['geometry', 'trigonometry']"
632fd3c7837ac920af6e559d_f_2_3_0,SCAL,3,the number,3,['trigonometry']
632f972b837ac920af68c529_f_2_1_0,FUNC,R,rational function respect,['R'],"['calculus', 'integration', 'trigonometry', 'indefinite-integrals']"
632f6605837ac920af6435c3_f_2_0_0,SCAL,1 ,max value   f_2_0_0,1,"['algebra-precalculus', 'trigonometry']"
632f972b837ac920af68c5c8_f_2_9_0,FUNC,\sin,     The usual trigonometric functions,\sin,['trigonometry']
632f972b837ac920af68c6a9_f_0_4_0,SCAL,0,any finite number,0,"['trigonometry', 'infinity']"
632fd3c8837ac920af6e5d53_f_0_11_0,FUNC,f,a function,['f'],"['trigonometry', 'gamma-function', 'products', 'angle']"
632f972c837ac920af68cc66_f_1_5_0,FUNC,f(x) = \frac{x^2 - 4}{x - 2},our function,"['f', '(', 'x', ')', '=', '\\frac', '{', 'x', '^', '2', '-', '4', '}', '{', 'x', '-', '2', '}']","['calculus', 'trigonometry', 'limits']"
632f6606837ac920af643c7a_f_2_17_0,SCAL,a+bi,( in particular any number,"['a', '+', 'b', 'i']",['trigonometry']
632f972c837ac920af68cc66_f_2_0_0,FUNC,f,a function,['f'],"['calculus', 'trigonometry', 'limits']"
632f6606837ac920af643e87_f_0_3_0,SCAL,1/2,the value   f_0_3_0,"['1', '/', '2']",['trigonometry']
632f6606837ac920af643e87_f_0_5_0,SCAL,1,the value   f_0_5_0,1,['trigonometry']
632fd3ca837ac920af6e6859_f_0_2_0,FUNC,S: \mathbb{R} \rightarrow \mathbb{R},the functions,"['S', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['real-analysis', 'trigonometry', 'continuity']"
632fd3ca837ac920af6e6859_f_1_8_0,FUNC,f,the function,['f'],"['real-analysis', 'trigonometry', 'continuity']"
63300bce837ac920af746078_f_0_0_0,FUNC,f:\mathbb{R}^3\to \mathbb{R},the function,"['f', ':', '\\mathbb{R}', '^', '3', '\\to', '\\mathbb{R}']","['multivariable-calculus', 'trigonometry', 'optimization', 'vector-analysis']"
63300bce837ac920af746153_f_1_1_0,SCAL,6 ,the mean value,6,"['trigonometry', 'mathematical-modeling']"
632fd3cb837ac920af6e6cde_f_2_11_0,SCAL,1,the constant term,1,['trigonometry']
63300bcf837ac920af7462fb_f_0_0_0,FUNC,f,a trig function,['f'],"['functions', 'trigonometry', 'terminology']"
63300bcf837ac920af7462fb_f_2_3_0,FUNC,f,a rational function,['f'],"['functions', 'trigonometry', 'terminology']"
63300bcf837ac920af7462fb_f_2_22_0,FUNC,f,A function,['f'],"['functions', 'trigonometry', 'terminology']"
63300bcf837ac920af7463ff_f_0_0_0,FUNC,f,an unknown function,['f'],"['trigonometry', 'inequality', 'trigonometric-integrals']"
63300bcf837ac920af7463ff_f_3_2_0,FUNC,f,the function,['f'],"['trigonometry', 'inequality', 'trigonometric-integrals']"
632f6607837ac920af644552_f_0_5_0,SCAL,4,Its maximum value,4,"['trigonometry', 'supremum-and-infimum']"
632f972d837ac920af68d408_f_1_12_0,SCAL,f[n],the only values,"['f', '[', 'n', ']']","['trigonometry', 'discrete-mathematics', 'self-learning']"
632f972d837ac920af68d42a_f_1_32_0,SCAL,\frac{100}{360},the fraction,"['\\frac', '{', '1', '}', '{', '3', '}']",['trigonometry']
632f972d837ac920af68d47f_f_0_0_0,SCAL,12,a fraction,1,"['algebra-precalculus', 'trigonometry', 'polynomials']"
632f972d837ac920af68d47f_f_0_3_0,SCAL,4,the fraction,4,"['algebra-precalculus', 'trigonometry', 'polynomials']"
632f972d837ac920af68d47f_f_1_0_0,SCAL,p/q,the fraction,"['p', '/', 'q']","['algebra-precalculus', 'trigonometry', 'polynomials']"
632fd3cc837ac920af6e712a_f_1_0_0,FUNC,\arccos,a function,\arccos,['trigonometry']
63300bcf837ac920af74657b_f_1_0_0,FUNC,f,a continuous function,['f'],"['calculus', 'limits', 'trigonometry']"
632fd3cd837ac920af6e741b_f_2_12_0,FUNC,x,a function,['x'],"['integration', 'trigonometry']"
63300bcf837ac920af746806_f_0_2_0,FUNC,b,some function,['b'],['trigonometry']
632fd3cd837ac920af6e7491_f_1_7_0,FUNC,g,the null function,['g'],"['analysis', 'trigonometry', 'smooth-functions']"
632f6608837ac920af644a60_f_2_1_0,SCAL,360 ,  some   value,3,"['calculus', 'trigonometry', 'rotations']"
632fd3cd837ac920af6e77f3_f_3_0_0,FUNC,f: A \to B,any function,"['f', ':', 'A', '\\to', 'B']","['calculus', 'functions', 'trigonometry']"
632fd3cd837ac920af6e77f3_f_3_2_0,FUNC,f: A \to B,any function,"['f', ':', 'A', '\\to', 'B']","['calculus', 'functions', 'trigonometry']"
632fd3cd837ac920af6e77f3_f_3_7_0,FUNC,f: A \to B,any function,"['f', ':', 'A', '\\to', 'B']","['calculus', 'functions', 'trigonometry']"
632fd3cd837ac920af6e77f3_f_3_16_0,FUNC,f(x) = sin(x),The function   f_3_16_0,"['f', '(', 'x', ')', '=', 's', 'i', 'n', '(', 'x', ')']","['calculus', 'functions', 'trigonometry']"
632fd3cd837ac920af6e77f3_f_3_22_0,FUNC,f,The function,['f'],"['calculus', 'functions', 'trigonometry']"
632f972e837ac920af68dd5c_f_1_2_0,SCAL,3,our numbers,3,"['geometry', 'trigonometry']"
632fd3ce837ac920af6e7da5_f_0_3_0,FUNC,f,the function   f_0_3_0,['f'],"['real-analysis', 'calculus', 'analysis', 'trigonometry', 'inequality']"
632f972f837ac920af68e33c_f_0_19_0,SCAL,h(x),individual values,"['h', '(', 'x', ')']","['calculus', 'trigonometry', 'derivatives']"
632f972f837ac920af68e33c_f_0_21_0,FUNC,h,the functions,['h'],"['calculus', 'trigonometry', 'derivatives']"
632f972f837ac920af68e33c_f_2_0_0,FUNC,f,a function,['f'],"['calculus', 'trigonometry', 'derivatives']"
632fd3cf837ac920af6e7ecb_f_0_7_0,FUNC,g(x) = f^{n}(x+1),the function,"['g', '(', 'x', ')', '=', 'f', '^', '{', 'n', '}', '(', 'x', '+', '1', ')']","['algebra-precalculus', 'trigonometry', 'recurrence-relations', 'approximation']"
632f972f837ac920af68e351_f_2_2_0,FUNC,f,some function,['f'],"['trigonometry', 'inequality']"
632f972f837ac920af68e351_f_3_2_0,FUNC,f,the functions,['f'],"['trigonometry', 'inequality']"
63300bd2837ac920af7476f8_f_0_10_0,SCAL,0,the value   f_0_10_0,0,"['calculus', 'algebra-precalculus', 'trigonometry']"
632f9730837ac920af68e8a8_f_2_12_0,SCAL,1,constant speed,1,"['geometry', 'analysis', 'trigonometry']"
632f9730837ac920af68e8a8_f_3_4_0,SCAL,r^2,a constant times,"['r', '^', '2']","['geometry', 'analysis', 'trigonometry']"
63300bd3837ac920af747a20_f_1_0_0,FUNC,c,two unary function symbols,['c'],"['trigonometry', 'universal-algebra']"
632f660b837ac920af645cd9_f_0_10_0,FUNC,\arctan,an odd function,\arctan,"['geometry', 'trigonometry', 'parametric', 'word-problem']"
63300bd3837ac920af747a20_f_1_76_0,SET,U[k],the accumulated set,"['U', '[', 'k', ']']","['trigonometry', 'universal-algebra']"
63300bd3837ac920af747a20_f_1_77_0,SET,U[20],the set,"['U', '[', '2', ']']","['trigonometry', 'universal-algebra']"
632f9731837ac920af68ef41_f_2_16_0,SCAL,1,maximum value   f_2_16_0,1,['trigonometry']
632f9731837ac920af68ef41_f_2_17_0,SCAL,-1,minimum value,"['-', '1']",['trigonometry']
632f660c837ac920af6463e4_f_3_0_0,SCAL,3,the number,3,['trigonometry']
632f9d97837ac920af68f652_f_5_22_0,SCAL,3 ,the value,3,"['limits', 'functions', 'trigonometry']"
632f9d97837ac920af68f652_f_5_32_0,SCAL,\frac{x}{y},that real number,"['\\frac', '{', 'x', '}', '{', 'y', '}']","['limits', 'functions', 'trigonometry']"
63300bd5837ac920af748879_f_1_17_0,FUNC,n,function   f_1_16_0   yields,['n'],"['trigonometry', 'problem-solving']"
632f9d98837ac920af68f7b0_f_2_0_0,FUNC,\cos,an even function,\cos,"['real-analysis', 'trigonometry', 'inequality']"
632fd3d1837ac920af6e90fd_f_0_1_0,SCAL,120,constant ground speed,1,"['calculus', 'algebra-precalculus', 'trigonometry', 'physics']"
63300bd5837ac920af748bae_f_0_6_0,FUNC,C,an even function,['C'],"['geometry', 'trigonometry', 'power-series', 'trigonometric-series']"
63300bd5837ac920af748bae_f_0_7_0,FUNC,S,an even function,['S'],"['geometry', 'trigonometry', 'power-series', 'trigonometric-series']"
632f660d837ac920af6469ba_f_0_25_0,FUNC,n,function evaluations,['n'],"['linear-algebra', 'matrices', 'trigonometry']"
63300bd5837ac920af748bae_f_0_65_0,FUNC,C,the functions,['C'],"['geometry', 'trigonometry', 'power-series', 'trigonometric-series']"
63300bd5837ac920af748bae_f_1_0_0,FUNC,C,the function,['C'],"['geometry', 'trigonometry', 'power-series', 'trigonometric-series']"
632f660d837ac920af646b1a_f_1_7_0,FUNC,\sin,the appropriate trigonometric function,\sin,"['geometry', 'trigonometry']"
632fd3d1837ac920af6e923c_f_4_3_0,FUNC,\cos,The trigonometric functions,\cos,"['trigonometry', 'coordinate-systems']"
632fd3d1837ac920af6e923c_f_7_2_0,FUNC,\sin,The functions,\sin,"['trigonometry', 'coordinate-systems']"
632f9d98837ac920af68fb74_f_1_8_0,SCAL,1,its maximum value,1,"['calculus', 'trigonometry', 'maxima-minima']"
632f9d98837ac920af68fb74_f_1_12_0,SCAL,-1,its minimum value,"['-', '1']","['calculus', 'trigonometry', 'maxima-minima']"
632f660e837ac920af646c72_f_1_1_0,FUNC,\arctan,the arctangent function   f_1_1_0,\arctan,"['trigonometry', 'graphing-functions', 'exponentiation']"
632f660e837ac920af646c72_f_2_18_0,SCAL,1,the number,1,"['trigonometry', 'graphing-functions', 'exponentiation']"
632f660e837ac920af646e03_f_3_2_0,FUNC,\sin,a bounded function,\sin,"['limits', 'trigonometry', 'taylor-expansion', 'trigonometric-series']"
632f9d99837ac920af68fee6_f_1_19_0,FUNC,f,a concave function,['f'],"['calculus', 'trigonometry', 'inequality', 'exponential-function']"
632f660e837ac920af647075_f_0_7_0,SCAL,419,a prime number,4,['trigonometry']
632f9d9a837ac920af690623_f_1_10_0,FUNC,u,any differentiable function,['u'],"['ordinary-differential-equations', 'trigonometry', 'partial-differential-equations', 'partial-derivative']"
632f9d9a837ac920af690623_f_2_12_0,FUNC,F,any differentiable function,['F'],"['ordinary-differential-equations', 'trigonometry', 'partial-differential-equations', 'partial-derivative']"
632f9d9a837ac920af690623_f_2_19_0,FUNC,F,The function,['F'],"['ordinary-differential-equations', 'trigonometry', 'partial-differential-equations', 'partial-derivative']"
632f9d9a837ac920af690623_f_2_22_0,FUNC,F,function,['F'],"['ordinary-differential-equations', 'trigonometry', 'partial-differential-equations', 'partial-derivative']"
632f9d9a837ac920af690623_f_3_22_0,FUNC,g,an arbitrary function,['g'],"['ordinary-differential-equations', 'trigonometry', 'partial-differential-equations', 'partial-derivative']"
633012bc837ac920af74a016_f_2_10_0,SCAL,1,the constant,1,"['sequences-and-series', 'trigonometry']"
632fd3d4837ac920af6ea3a0_f_1_0_0,SCAL,91 ,the correct value,9,"['algebra-precalculus', 'trigonometry']"
633012bc837ac920af74a07f_f_0_0_0,FUNC,\cos,the trigonometric functions,\cos,"['calculus', 'geometry', 'trigonometry']"
633012bc837ac920af74a083_f_3_0_0,FUNC,f,a function,['f'],"['real-analysis', 'trigonometry']"
633012bc837ac920af74a083_f_3_11_0,FUNC,f,a function,['f'],"['real-analysis', 'trigonometry']"
632f9d9a837ac920af6908ee_f_2_1_0,FUNC,E,error functions,['E'],"['calculus', 'limits', 'trigonometry', 'fractions', 'limits-without-lhopital']"
632fd3d4837ac920af6ea6be_f_0_1_0,SCAL,360 ,any value,3,['trigonometry']
633012bc837ac920af74a144_f_2_0_0,FUNC,f\colon \mathbb R\to\mathbb R,a function,"['f', '\\colon', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']","['geometry', 'trigonometry', 'logic', 'alternative-proof', 'foundations']"
632f9d9b837ac920af690ac8_f_0_2_0,SCAL,135 ,a value,1,['trigonometry']
632f660f837ac920af6478aa_f_2_7_0,FUNC,\arcsin,a function,\arcsin,['trigonometry']
632f9d9b837ac920af690be1_f_1_1_0,FUNC,f(z)=\frac{z^2+24}{4z},f_1_0_0      The function   f_1_1_0,"['f', '(', 'z', ')', '=', '\\frac', '{', 'z', '^', '2', '+', '2', '}', '{', '4', 'z', '}']","['complex-analysis', 'trigonometry', 'complex-numbers']"
632f6610837ac920af6479a1_f_0_2_0,SCAL,(x),number,"['(', 'x', ')']","['functions', 'trigonometry', 'transcendental-equations']"
632f6610837ac920af6479a1_f_1_8_0,FUNC,h,an increasing function,['h'],"['functions', 'trigonometry', 'transcendental-equations']"
632f6610837ac920af6479a1_f_1_16_0,FUNC,h,an even function,['h'],"['functions', 'trigonometry', 'transcendental-equations']"
632f9d9b837ac920af690e10_f_1_9_0,FUNC,\tan,an odd function,\tan,['trigonometry']
632f9d9b837ac920af690e5d_f_1_4_0,SCAL,-\frac{3}{2},a minimal value,"['-', '\\frac', '{', '3', '}', '{', '2', '}']","['trigonometry', 'inequality', 'optimization', 'maxima-minima', 'cauchy-schwarz-inequality']"
632f9d9b837ac920af690f72_f_0_2_0,SCAL,6371 ,a value,6,"['algebra-precalculus', 'trigonometry']"
632f6610837ac920af647b0d_f_0_7_0,SCAL,-1,f_0_6_0 .Minimum value,"['-', '1']","['trigonometry', 'inequality']"
632f6610837ac920af647b0d_f_0_8_0,SCAL,8,maximum value,8,"['trigonometry', 'inequality']"
633012be837ac920af74adf0_f_0_3_0,SCAL,\dfrac{b+c}{a},the value    f_0_3_0,"['\\dfrac', '{', 'b', '+', 'c', '}', '{', 'a', '}']","['algebra-precalculus', 'trigonometry']"
632f9d9c837ac920af6911b5_f_3_5_0,SCAL,0,the values,0,"['algebra-precalculus', 'trigonometry']"
632fd3d7837ac920af6eb64b_f_2_6_0,FUNC,A,a rational function,['A'],"['geometry', 'trigonometry', 'geometric-probability']"
633012be837ac920af74af46_f_1_3_0,SCAL,-1,the values,"['-', '1']","['analysis', 'limits', 'trigonometry', 'asymptotics']"
633012be837ac920af74af96_f_0_0_0,FUNC,\cos,a contraction mapping,\cos,"['calculus', 'real-analysis', 'trigonometry']"
632f6cf9837ac920af647f63_f_2_20_0,SCAL,1,the value,1,"['calculus', 'trigonometry', 'definite-integrals', 'summation', 'improper-integrals']"
632f9d9c837ac920af6913d0_f_1_0_0,FUNC,u,The function,['u'],['trigonometry']
632f9d9d837ac920af69198f_f_1_3_0,SCAL,1,a minimal value,1,"['algebra-precalculus', 'trigonometry', 'inequality', 'triangles', 'maxima-minima']"
632f6cfa837ac920af64887a_f_2_1_0,SET,\mathbb{Z},the set,\mathbb{Z},['trigonometry']
632f6cfa837ac920af6488a7_f_0_1_0,FUNC,f,and two continuous functions,['f'],"['complex-analysis', 'trigonometry', 'conformal-geometry']"
632f9d9d837ac920af691a17_f_1_0_0,SCAL,-2,The minimum value,"['-', '2']",['trigonometry']
632f9d9d837ac920af691ce8_f_4_2_0,SCAL,\frac{1}{2},a minimal value,"['\\frac', '{', '1', '}', '{', '2', '}']","['trigonometry', 'optimization', 'maxima-minima', 'cauchy-schwarz-inequality']"
633012c0837ac920af74bcca_f_0_4_0,FUNC,y(x)=x^{(a+ib)x},exponential function,"['y', '(', 'x', ')', '=', 'x', '^', '{', '(', 'a', '+', 'i', 'b', ')', 'x', '}']","['ordinary-differential-equations', 'trigonometry']"
633012c0837ac920af74be02_f_0_7_0,SCAL,1 ,the number,1,"['trigonometry', 'logarithms']"
632fd3d9837ac920af6ec99f_f_1_11_0,FUNC,f,the function   f_1_11_0,['f'],"['trigonometry', 'fourier-analysis', 'fourier-transform']"
632fd3da837ac920af6ecc9c_f_0_11_0,SCAL,2,the same value,2,"['trigonometry', 'quadratics']"
633012c1837ac920af74c3fb_f_0_3_0,SCAL,0,value,0,"['calculus', 'trigonometry', 'derivatives', 'optimization']"
632f6cfc837ac920af648eec_f_1_12_0,SCAL,1+n/2,values,"['1', '+', 'n', '/', '2']","['real-analysis', 'trigonometry']"
632f6cfc837ac920af648f6a_f_0_4_0,SCAL,-2,a negative number,"['-', '2']","['functions', 'trigonometry', 'graphing-functions']"
632f6cfc837ac920af64919b_f_1_0_0,FUNC,\tan,a periodic function,\tan,"['trigonometry', 'radicals']"
633012c2837ac920af74cb64_f_3_0_0,FUNC,"f:[0, 1]\rightarrow R",the injectivity function   f_3_0_0,"['f', ':', '[', '0', ',', '1', ']', '\\rightarrow', 'R']",['trigonometry']
632f9d9e837ac920af6924e6_f_1_12_0,SCAL,0.71,plus the principal value,"['0', '7']",['trigonometry']
632fd3db837ac920af6ed535_f_1_38_0,FUNC,q: X\to E^2,1 - Lipschitz ) map,"['q', ':', 'X', '\\to', 'E', '^', '2']","['geometry', 'trigonometry', 'riemannian-geometry', 'angle']"
632f6cfe837ac920af649916_f_1_0_0,FUNC,f,  The function,['f'],"['trigonometry', 'substitution']"
632f6cfe837ac920af649916_f_1_2_0,FUNC,f,the function,['f'],"['trigonometry', 'substitution']"
632f6cfe837ac920af649916_f_1_3_0,SCAL,f(x),"the constant , calculate   f_1_3_0","['f', '(', 'x', ')']","['trigonometry', 'substitution']"
632f6cfe837ac920af6499c7_f_1_2_0,SCAL,4,the value   f_1_2_0,4,['trigonometry']
632f6cfe837ac920af649a62_f_0_8_0,SCAL,g(x),a real - valued function   f_0_8_0,"['g', '(', 'x', ')']","['probability', 'trigonometry', 'probability-distributions', 'random-variables', 'uniform-distribution']"
632f9d9f837ac920af692900_f_3_2_0,FUNC,f,a function   f_3_2_0,['f'],"['trigonometry', 'exponential-function', 'hyperbolic-functions']"
632f6cfe837ac920af649e3f_f_2_3_0,SET,"\{X,Y,R\}",an ordered triple set,"['\\{', 'X', ',', 'Y', ',', 'R', '\\}']","['functions', 'trigonometry']"
632f6cfe837ac920af649e3f_f_2_13_0,FUNC,\sin,whether this '' function,\sin,"['functions', 'trigonometry']"
632fd3dc837ac920af6ed918_f_1_27_0,SCAL,a/b,the fractions,"['a', '/', 'b']","['real-analysis', 'sequences-and-series', 'number-theory', 'trigonometry']"
632f9d9f837ac920af692c42_f_2_5_0,SCAL,0,the constant term,0,"['algebra-precalculus', 'trigonometry']"
632f6cff837ac920af64a33f_f_0_1_0,FUNC,x,function,['x'],"['calculus', 'limits', 'trigonometry', 'ceiling-and-floor-functions']"
633012c5837ac920af74db17_f_4_21_0,FUNC,f : A \to B,a function,"['f', ':', 'A', '\\to', 'B']","['functions', 'trigonometry', 'inverse']"
633012c5837ac920af74dd96_f_2_5_0,FUNC,f,a uniformly continuous function,['f'],"['calculus', 'analysis', 'limits', 'trigonometry', 'radicals']"
632f6d00837ac920af64a883_f_1_0_0,SCAL,e^{2in},the numbers,"['e', '^', '{', '2', 'i', 'n', '}']","['real-analysis', 'trigonometry']"
632fdaea837ac920af6ee7e0_f_0_5_0,SCAL,1000 ,the value   f_0_5_0,1,['trigonometry']
633012c5837ac920af74dee3_f_0_0_0,SCAL,x^2+1,a complex number,"['x', '^', '2', '+', '1']","['trigonometry', 'complex-numbers']"
632f6d00837ac920af64a9a5_f_0_11_0,FUNC,\sin,a Periodic function,\sin,"['real-analysis', 'functions', 'trigonometry']"
633012c5837ac920af74dee3_f_2_4_0,SCAL,2 ,all complex numbers,2,"['trigonometry', 'complex-numbers']"
632f9da1837ac920af693480_f_3_0_0,FUNC,f(x)=2^x,a convex function,"['f', '(', 'x', ')', '=', '2', '^', 'x']","['trigonometry', 'optimization', 'exponential-function', 'maxima-minima', 'jensen-inequality']"
632fdaeb837ac920af6eeebe_f_0_5_0,SCAL,1,     f_0_4_0      Case number   f_0_5_0 :      f_0_6_0       f_0_7_0,1,"['trigonometry', 'complex-numbers', 'roots-of-unity']"
