fid,mtype,exprstr,mention,tokens,tags
63300bbc837ac920af73fcd7_f_1_17_0,FUNC,F,The map   f_1_17_0,['F'],"['functions', 'elementary-set-theory']"
63300bbc837ac920af73fd62_f_0_2_0,FUNC,F,the function   f_0_2_0,['F'],"['elementary-set-theory', 'logic', 'induction', 'binary']"
632fd3c7837ac920af6e52c3_f_4_13_0,FUNC,f,a new function,['f'],"['real-analysis', 'elementary-set-theory']"
63300bbc837ac920af73fd62_f_1_27_0,SCAL, 1 ,f_1_26_0 rd digit,1,"['elementary-set-theory', 'logic', 'induction', 'binary']"
632fd3c7837ac920af6e52c3_f_5_4_0,SET,\mathbb{N},each subset,\mathbb{N},"['real-analysis', 'elementary-set-theory']"
63300bbc837ac920af73fd62_f_1_30_0,SCAL, 1 ,th digit,1,"['elementary-set-theory', 'logic', 'induction', 'binary']"
632f972a837ac920af68bd3a_f_1_15_0,SET,\mathbb N,the left set,"['\\mathbb', 'N']","['elementary-set-theory', 'cardinals', 'infinity']"
63300bbc837ac920af73fd62_f_1_42_0,SCAL, ( i + 1 ) ,a number,"['(', 'i', '+', '1', ')']","['elementary-set-theory', 'logic', 'induction', 'binary']"
63300bbc837ac920af73fd62_f_1_43_0,SCAL, 1 ,th binary digit,1,"['elementary-set-theory', 'logic', 'induction', 'binary']"
63300bbc837ac920af73fd62_f_1_45_0,SCAL, 2 ^ i ,that digit,"['2', '^', 'i']","['elementary-set-theory', 'logic', 'induction', 'binary']"
632f972a837ac920af68bd48_f_1_1_0,FUNC,"f(x, y, z) = z^2 - x^2 - y^2 - 1",the function   f_1_1_0,"['f', '(', 'x', ',', 'y', ',', 'z', ')', '=', 'z', '^', '2', '-', 'x', '^', '2', '-', 'y', '^', '2', '-', '1']","['calculus', 'elementary-set-theory']"
632fd3c7837ac920af6e5435_f_0_14_0,FUNC,f:A\to B,an injection,"['f', ':', 'A', '\\to', 'B']","['elementary-set-theory', 'cardinals']"
632fd3c7837ac920af6e554a_f_0_0_0,SET,R^n,the set,"['R', '^', 'n']","['abstract-algebra', 'elementary-set-theory', 'notation', 'terminology', 'boolean-algebra']"
632fd3c7837ac920af6e5575_f_1_2_0,SET,\{A\},a   singleton,"['\\{', 'A', '\\}']",['elementary-set-theory']
632f972a837ac920af68bd5d_f_4_0_0,SCAL,1,the number   f_4_0_0,1,"['abstract-algebra', 'elementary-set-theory', 'relations', 'set-partition']"
632f972a837ac920af68bd5d_f_5_7_0,SCAL,1 ,the numbers,1,"['abstract-algebra', 'elementary-set-theory', 'relations', 'set-partition']"
63300bbc837ac920af73fec8_f_0_9_0,FUNC,f:S\to S,a bijection,"['f', ':', 'S', '\\to', 'S']","['combinatorics', 'functions', 'elementary-set-theory', 'permutations', 'examples-counterexamples']"
63300bbc837ac920af73fec8_f_0_14_0,FUNC,f,a bijection,['f'],"['combinatorics', 'functions', 'elementary-set-theory', 'permutations', 'examples-counterexamples']"
632f5f3a837ac920af6351d8_f_4_1_0,FUNC,f,a bijection   f_4_1_0,['f'],"['elementary-set-theory', 'induction']"
632f5f3a837ac920af6351d8_f_4_13_0,FUNC,F,the bijection,['F'],"['elementary-set-theory', 'induction']"
632f5f3a837ac920af6351d8_f_4_16_0,FUNC,g:\mathbb{N}\times\mathbb{N}\to \mathbb{N},a bijection   f_4_16_0,"['g', ':', '\\mathbb{N}', '\\times', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['elementary-set-theory', 'induction']"
632f5f3a837ac920af635252_f_0_2_0,FUNC,P,probability function,['P'],"['probability-theory', 'measure-theory', 'elementary-set-theory']"
63300bbc837ac920af73ffb4_f_1_1_0,FUNC,g \colon A \to B,an injection,"['g', '\\colon', 'A', '\\to', 'B']","['elementary-set-theory', 'cardinals']"
63300bbc837ac920af73ffb4_f_1_5_0,FUNC,h \colon B \to A,the map,"['h', '\\colon', 'B', '\\to', 'A']","['elementary-set-theory', 'cardinals']"
63300bbc837ac920af73ffdf_f_0_0_0,FUNC,f:S \rightarrow \mathbb{N},an injective function,"['f', ':', 'S', '\\rightarrow', '\\mathbb{N}']","['functions', 'elementary-set-theory']"
63300bbc837ac920af73ffdf_f_0_2_0,FUNC,f:S \rightarrow \mathbb{N},an injective function   f_0_2_0,"['f', ':', 'S', '\\rightarrow', '\\mathbb{N}']","['functions', 'elementary-set-theory']"
63300bbc837ac920af73ffdf_f_1_1_0,FUNC,f\colon S\to \mathbb{N},an injective map   f_1_1_0,"['f', '\\colon', 'S', '\\to', '\\mathbb{N}']","['functions', 'elementary-set-theory']"
63300bbc837ac920af73ffdf_f_1_3_0,FUNC,g\colon  \mathbb{N}\to S,a bijection   f_1_3_0,"['g', '\\colon', '\\mathbb{N}', '\\to', 'S']","['functions', 'elementary-set-theory']"
63300bbc837ac920af73ffdf_f_1_23_0,FUNC,g\colon \mathbb{N}\to S,the function,"['g', '\\colon', '\\mathbb{N}', '\\to', 'S']","['functions', 'elementary-set-theory']"
632f5f3a837ac920af63541c_f_1_1_0,SET,\varnothing,  the empty set,\varnothing,['elementary-set-theory']
632f5f3a837ac920af63541c_f_1_2_0,SET,\{\},the empty set   f_1_2_0,"['\\{', '\\}']",['elementary-set-theory']
632fd3c8837ac920af6e585e_f_0_2_0,FUNC,g: \mathbb{R}^2 \rightarrow B,an injective function   f_0_2_0,"['g', ':', '\\mathbb{R}', '^', '2', '\\rightarrow', 'B']","['elementary-set-theory', 'inequality']"
632fd3c8837ac920af6e585e_f_0_6_0,FUNC,g,an injective function,['g'],"['elementary-set-theory', 'inequality']"
632f972a837ac920af68beac_f_2_42_0,FUNC,f:A\to B,an injection   f_2_42_0,"['f', ':', 'A', '\\to', 'B']","['real-analysis', 'elementary-set-theory', 'examples-counterexamples']"
632f972a837ac920af68beac_f_2_43_0,FUNC,g:B\to A,an injection,"['g', ':', 'B', '\\to', 'A']","['real-analysis', 'elementary-set-theory', 'examples-counterexamples']"
632fd3c8837ac920af6e58af_f_0_0_0,FUNC, f : \mathbb{N}^2 \to \mathbb{N} ,that the map,"['f', ':', '\\mathbb{N}', '^', '2', '\\to', '\\mathbb{N}']","['functions', 'elementary-set-theory']"
632f5f3b837ac920af6354fc_f_1_5_0,SET,S[x],the set,"['S', '[', 'x', ']']","['elementary-set-theory', 'cardinals']"
632f5f3b837ac920af6354fc_f_2_3_0,FUNC,f: C \rightarrow \mathbb{R},an injective map,"['f', ':', 'C', '\\rightarrow', '\\mathbb{R}']","['elementary-set-theory', 'cardinals']"
632fd3c8837ac920af6e58f1_f_0_14_0,FUNC,X,f_0_13_0   map,['X'],"['general-topology', 'elementary-set-theory', 'reference-request', 'category-theory', 'terminology']"
632f5f3b837ac920af63554b_f_4_17_0,FUNC,f,a surjective function,['f'],"['elementary-set-theory', 'set-partition']"
63300bbc837ac920af740122_f_0_1_0,SCAL,x^2,some irrational numbers,"['x', '^', '2']","['real-analysis', 'elementary-set-theory', 'real-numbers', 'radicals', 'rational-numbers']"
63300bbc837ac920af740122_f_2_2_0,SCAL,2 ,the rational number,2,"['real-analysis', 'elementary-set-theory', 'real-numbers', 'radicals', 'rational-numbers']"
63300bbc837ac920af740122_f_2_4_0,SCAL,\frac{7}{3},The rational number,"['\\frac', '{', '7', '}', '{', '3', '}']","['real-analysis', 'elementary-set-theory', 'real-numbers', 'radicals', 'rational-numbers']"
63300bbc837ac920af740122_f_2_6_0,SCAL,16 ,the rational number   f_2_6_0,1,"['real-analysis', 'elementary-set-theory', 'real-numbers', 'radicals', 'rational-numbers']"
632fd3c8837ac920af6e5934_f_0_0_0,FUNC,f: A \rightarrow B,function,"['f', ':', 'A', '\\rightarrow', 'B']","['functions', 'elementary-set-theory']"
632f972a837ac920af68c064_f_0_8_0,SET,"(x,y)",an open subset,"['(', 'x', ',', 'y', ')']","['real-analysis', 'analysis', 'elementary-set-theory']"
632fd3c8837ac920af6e59b7_f_2_7_0,FUNC,f,an injective map,['f'],['elementary-set-theory']
63300bbd837ac920af7401bd_f_0_2_0,FUNC,f(x)=x,an identity function,"['f', '(', 'x', ')', '=', 'x']","['elementary-set-theory', 'set-theory']"
632fd3c8837ac920af6e5a0d_f_0_0_0,FUNC,f: A \to B,a function,"['f', ':', 'A', '\\to', 'B']","['algebra-precalculus', 'discrete-mathematics', 'elementary-set-theory']"
63300bbd837ac920af740250_f_0_0_0,FUNC,g:\mathbb{Z}\rightarrow\mathbb{Z},functions,"['g', ':', '\\mathbb{Z}', '\\rightarrow', '\\mathbb{Z}']","['functions', 'discrete-mathematics', 'elementary-set-theory', 'inverse']"
632f5f3b837ac920af63566b_f_0_15_0,FUNC,f\colon X \to Y,a function,"['f', '\\colon', 'X', '\\to', 'Y']","['functions', 'elementary-set-theory']"
632f5f3b837ac920af63566b_f_0_16_0,FUNC,B,the function   f_0_16_0,['B'],"['functions', 'elementary-set-theory']"
632f5f3b837ac920af63566b_f_0_17_0,FUNC,B,an injection,['B'],"['functions', 'elementary-set-theory']"
63300bbd837ac920af7402d4_f_0_5_0,FUNC,f,a sequence function,['f'],"['elementary-set-theory', 'solution-verification', 'order-theory', 'well-orders', 'transfinite-recursion']"
632fd3c8837ac920af6e5a51_f_2_4_0,FUNC,f,  continuous   such function,['f'],"['elementary-set-theory', 'numerical-methods']"
632f972a837ac920af68c0e9_f_3_2_0,FUNC,f: A \to B,a function   f_3_2_0,"['f', ':', 'A', '\\to', 'B']","['elementary-set-theory', 'infinity']"
632fd3c8837ac920af6e5a9b_f_2_10_0,SCAL,1,namely the number   f_2_10_0,1,['elementary-set-theory']
632fd3c8837ac920af6e5a9b_f_2_11_0,SCAL,2,the number   f_2_11_0,2,['elementary-set-theory']
632f972a837ac920af68c0e9_f_3_16_0,FUNC,f(x)=2x,one,"['f', '(', 'x', ')', '=', '2', 'x']","['elementary-set-theory', 'infinity']"
632fd3c8837ac920af6e5a9b_f_2_17_0,SCAL,3,the numbers,3,['elementary-set-theory']
632fd3c8837ac920af6e5a9b_f_2_20_0,SET,"\{3,4\}",only the single set,"['\\{', '3', ',', '4', '\\}']",['elementary-set-theory']
632f972a837ac920af68c0e9_f_3_33_0,SET,\mathbb{N},the set,\mathbb{N},"['elementary-set-theory', 'infinity']"
632f972a837ac920af68c111_f_3_3_0,FUNC,f,a bijection,['f'],['elementary-set-theory']
632f5f3b837ac920af6358c7_f_1_19_0,FUNC,f:X\to Y,a function,"['f', ':', 'X', '\\to', 'Y']",['elementary-set-theory']
632f5f3b837ac920af6358c7_f_1_23_0,FUNC,f:X\to Y,a bijection,"['f', ':', 'X', '\\to', 'Y']",['elementary-set-theory']
632f5f3b837ac920af6358c7_f_1_24_0,FUNC,g:Y\to X,a function,"['g', ':', 'Y', '\\to', 'X']",['elementary-set-theory']
632f972a837ac920af68c111_f_3_24_0,FUNC,f\colon\mathbb Z\times\mathbb Z\to\mathbb Q,the function,"['f', '\\colon', '\\mathbb', 'Z', '\\times', '\\mathbb', 'Z', '\\to', '\\mathbb', 'Q']",['elementary-set-theory']
632f5f3b837ac920af6358c7_f_1_27_0,FUNC,f:X\to Y,a function,"['f', ':', 'X', '\\to', 'Y']",['elementary-set-theory']
632f5f3b837ac920af6358c7_f_2_7_0,FUNC,f\colon  A\to B,a bijection   f_2_7_0,"['f', '\\colon', 'A', '\\to', 'B']",['elementary-set-theory']
632f5f3b837ac920af6358c7_f_2_9_0,FUNC,g\colon B\to A,a bijection   f_2_9_0,"['g', '\\colon', 'B', '\\to', 'A']",['elementary-set-theory']
63300bbd837ac920af7402f2_f_0_2_0,FUNC,f\colon X\to Y,a surjective function,"['f', '\\colon', 'X', '\\to', 'Y']",['elementary-set-theory']
632fd3c8837ac920af6e5c01_f_0_5_0,FUNC,f: A  \to B,  one to one function,"['f', ':', 'A', '\\to', 'B']","['elementary-set-theory', 'cardinals']"
63300bbd837ac920af7402f2_f_0_6_0,FUNC,f\colon X\to Y,a surjective function   f_0_6_0,"['f', '\\colon', 'X', '\\to', 'Y']",['elementary-set-theory']
632f5f3b837ac920af63596c_f_1_5_0,FUNC,f,the function,['f'],"['functions', 'elementary-set-theory']"
63300bbd837ac920af7402f2_f_1_8_0,FUNC, f ,a function,['f'],['elementary-set-theory']
632f972a837ac920af68c136_f_2_30_0,FUNC,f,a function symbol,['f'],"['logic', 'elementary-set-theory', 'axioms']"
632f5f3b837ac920af63596c_f_1_9_0,FUNC,f:A\to B,a function   f_1_9_0,"['f', ':', 'A', '\\to', 'B']","['functions', 'elementary-set-theory']"
632f972a837ac920af68c136_f_2_31_0,FUNC,x,a function symbol,['x'],"['logic', 'elementary-set-theory', 'axioms']"
63300bbd837ac920af7402f2_f_1_17_0,FUNC, f ,a function   f_1_17_0,['f'],['elementary-set-theory']
632f972a837ac920af68c1c5_f_0_0_0,FUNC,f(x) = x^3,the function,"['f', '(', 'x', ')', '=', 'x', '^', '3']",['elementary-set-theory']
632f5f3c837ac920af635ab1_f_0_0_0,FUNC,f:X\to X,a injective function(where,"['f', ':', 'X', '\\to', 'X']","['elementary-set-theory', 'peano-axioms']"
632f972a837ac920af68c1c5_f_2_0_0,FUNC,f:X\to Y,a function,"['f', ':', 'X', '\\to', 'Y']",['elementary-set-theory']
632f972a837ac920af68c1c5_f_2_2_0,FUNC,f,a bijection,['f'],['elementary-set-theory']
632f972a837ac920af68c1c5_f_2_3_0,FUNC,A,a bijection,['A'],['elementary-set-theory']
632f5f3c837ac920af635ab1_f_0_10_0,FUNC,f:X\to X,function   f_0_10_0,"['f', ':', 'X', '\\to', 'X']","['elementary-set-theory', 'peano-axioms']"
632f972a837ac920af68c1c5_f_2_5_0,FUNC,f,a bijection,['f'],['elementary-set-theory']
632f5f3c837ac920af635ab1_f_0_13_0,FUNC,f,a injective function,['f'],"['elementary-set-theory', 'peano-axioms']"
632f972a837ac920af68c1c5_f_2_10_0,FUNC,f,a bijection,['f'],['elementary-set-theory']
632f5f3c837ac920af635ab1_f_1_5_0,FUNC,f,an injection,['f'],"['elementary-set-theory', 'peano-axioms']"
632f972a837ac920af68c1c5_f_2_21_0,FUNC,f,a bijection,['f'],['elementary-set-theory']
632f972a837ac920af68c1c5_f_2_29_0,FUNC,f,a bijection,['f'],['elementary-set-theory']
632fd3c8837ac920af6e5d05_f_0_62_0,FUNC,f:\mathbb{R} \to \mathbb{R},any   f_0_61_0 -intersecting map,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['real-analysis', 'combinatorics', 'elementary-set-theory']"
632fd3c8837ac920af6e5d05_f_0_66_0,FUNC,f:\mathbb{R} \to \mathbb{R},an   f_0_65_0 -intersecting map   f_0_66_0,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['real-analysis', 'combinatorics', 'elementary-set-theory']"
632fd3c8837ac920af6e5d05_f_0_68_0,FUNC,f:\mathbb{R} \to \mathbb{R},a   f_0_67_0 -intersecting map   f_0_68_0,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['real-analysis', 'combinatorics', 'elementary-set-theory']"
632fd3c8837ac920af6e5d05_f_0_70_0,FUNC,f:X \to Y,functions,"['f', ':', 'X', '\\to', 'Y']","['real-analysis', 'combinatorics', 'elementary-set-theory']"
632fd3c8837ac920af6e5d05_f_0_75_0,FUNC,f,functions,['f'],"['real-analysis', 'combinatorics', 'elementary-set-theory']"
63300bbd837ac920af740480_f_0_4_0,FUNC,A,a bijection,['A'],"['elementary-set-theory', 'solution-verification', 'cardinals']"
63300bbd837ac920af740498_f_1_2_0,FUNC,f : B \to A,a bijection,"['f', ':', 'B', '\\to', 'A']","['abstract-algebra', 'elementary-set-theory']"
63300bbd837ac920af740498_f_1_4_0,FUNC,g : C \to S,a bijection   f_1_4_0,"['g', ':', 'C', '\\to', 'S']","['abstract-algebra', 'elementary-set-theory']"
632f5f3c837ac920af635b78_f_2_5_0,SCAL,((c+n)^2+c+n)/2+c+n,triangular number,"['(', '(', 'c', '+', 'n', ')', '^', '2', '+', 'c', '+', 'n', ')', '/', '2', '+', 'c', '+', 'n']",['elementary-set-theory']
632f5f3c837ac920af635b9e_f_1_5_0,SET,\{a\},Then the sets,"['\\{', 'a', '\\}']","['real-analysis', 'measure-theory', 'elementary-set-theory']"
632f5f3c837ac920af635b9e_f_1_9_0,SET,"[0,1]",", e.g. , the sets","['[', '0', ',', '1', ']']","['real-analysis', 'measure-theory', 'elementary-set-theory']"
63300bbd837ac920af7405ef_f_0_0_0,FUNC,D,a distance function,['D'],"['elementary-set-theory', 'metric-spaces', 'equivalence-relations']"
632f5f3c837ac920af635c45_f_0_6_0,FUNC,i\colon S\cap T\to S\cap T,function   f_0_5_0,"['i', '\\colon', 'S', '\\cap', 'T', '\\to', 'S', '\\cap', 'T']","['elementary-set-theory', 'proof-verification', 'proof-writing', 'cardinals', 'alternative-proof']"
632f5f3c837ac920af635c45_f_0_8_0,FUNC,f\colon S\to T,function,"['f', '\\colon', 'S', '\\to', 'T']","['elementary-set-theory', 'proof-verification', 'proof-writing', 'cardinals', 'alternative-proof']"
632fd3c8837ac920af6e5dbc_f_0_1_0,FUNC,f:\mathbb{N}\rightarrow A,a bijection   f_0_1_0,"['f', ':', '\\mathbb{N}', '\\rightarrow', 'A']","['real-analysis', 'elementary-set-theory', 'proof-writing', 'solution-verification']"
632f5f3c837ac920af635c45_f_2_6_0,FUNC,f,a bijection,['f'],"['elementary-set-theory', 'proof-verification', 'proof-writing', 'cardinals', 'alternative-proof']"
632fd3c8837ac920af6e5dbc_f_2_6_0,SCAL,2^n,a natural number,"['2', '^', 'n']","['real-analysis', 'elementary-set-theory', 'proof-writing', 'solution-verification']"
632f5f3c837ac920af635c45_f_2_36_0,FUNC,g,a bijection,['g'],"['elementary-set-theory', 'proof-verification', 'proof-writing', 'cardinals', 'alternative-proof']"
632f5f3c837ac920af635c45_f_3_2_0,FUNC,g,The bijection,['g'],"['elementary-set-theory', 'proof-verification', 'proof-writing', 'cardinals', 'alternative-proof']"
632f5f3c837ac920af635c45_f_3_6_0,FUNC,g,a bijection   f_3_6_0,['g'],"['elementary-set-theory', 'proof-verification', 'proof-writing', 'cardinals', 'alternative-proof']"
632f5f3c837ac920af635c45_f_4_4_0,FUNC,f,this bijection,['f'],"['elementary-set-theory', 'proof-verification', 'proof-writing', 'cardinals', 'alternative-proof']"
632f5f3c837ac920af635c45_f_4_5_0,FUNC,i,the inclusion function   f_4_5_0,['i'],"['elementary-set-theory', 'proof-verification', 'proof-writing', 'cardinals', 'alternative-proof']"
632f5f3c837ac920af635c45_f_4_13_0,FUNC,f,a bijection,['f'],"['elementary-set-theory', 'proof-verification', 'proof-writing', 'cardinals', 'alternative-proof']"
632fd3c8837ac920af6e5dcc_f_0_7_0,FUNC,f: A \to B,a function,"['f', ':', 'A', '\\to', 'B']","['discrete-mathematics', 'proof-verification', 'elementary-set-theory']"
632f5f3c837ac920af635cb5_f_2_4_0,FUNC,S,functions,['S'],['elementary-set-theory']
632fd3c8837ac920af6e5e0b_f_0_10_0,FUNC,g:C \to A^B,all functions,"['g', ':', 'C', '\\to', 'A', '^', 'B']","['functions', 'elementary-set-theory']"
632fd3c8837ac920af6e5e0b_f_0_12_0,FUNC,g,all functions,['g'],"['functions', 'elementary-set-theory']"
632f5f3c837ac920af635cc9_f_1_4_0,FUNC,T,two different bijections,['T'],"['elementary-set-theory', 'examples-counterexamples', 'relations', 'function-and-relation-composition']"
63300bbe837ac920af7409e3_f_0_5_0,SET,\mathbb{R},the set   f_0_5_0,\mathbb{R},"['real-analysis', 'elementary-set-theory']"
63300bbe837ac920af7409e3_f_0_7_0,SET,\mathbb{R},set,\mathbb{R},"['real-analysis', 'elementary-set-theory']"
63300bbe837ac920af7409f9_f_0_2_0,SET,"\{A, B\}",a set   f_0_2_0,"['\\{', 'A', ',', 'B', '\\}']","['elementary-set-theory', 'solution-verification']"
632f5f3c837ac920af635d84_f_0_2_0,FUNC,f:A \rightarrow B,all functions,"['f', ':', 'A', '\\rightarrow', 'B']","['functions', 'elementary-set-theory']"
63300bbe837ac920af7409f9_f_0_6_0,SET,"\{A, B, C\}",a set   f_0_6_0,"['\\{', 'A', ',', 'B', ',', 'C', '\\}']","['elementary-set-theory', 'solution-verification']"
632f972b837ac920af68c447_f_2_2_0,FUNC,f,the mapping   f_2_2_0,['f'],['elementary-set-theory']
632fd3c9837ac920af6e5e81_f_1_2_0,FUNC,f:\mathbb N\to S,injection,"['f', ':', '\\mathbb', 'N', '\\to', 'S']","['elementary-set-theory', 'definition']"
632fd3c9837ac920af6e5e81_f_2_0_0,SET,"\{1,2,3\}",set,"['\\{', '1', ',', '2', ',', '3', '\\}']","['elementary-set-theory', 'definition']"
632f972b837ac920af68c447_f_2_18_0,FUNC,f,any bijective map,['f'],['elementary-set-theory']
632f972b837ac920af68c447_f_2_21_0,FUNC,f,the mapping   f_2_21_0,['f'],['elementary-set-theory']
632f972b837ac920af68c4e8_f_1_7_0,FUNC,f,The resulting function,['f'],"['elementary-set-theory', 'proof-writing']"
632f972b837ac920af68c4e8_f_1_8_0,SCAL,0,value,0,"['elementary-set-theory', 'proof-writing']"
632f972b837ac920af68c571_f_0_3_0,SET,\varnothing,the empty set,\varnothing,['elementary-set-theory']
632f972b837ac920af68c57e_f_1_8_0,FUNC,g,the function,['g'],['elementary-set-theory']
632f972b837ac920af68c61d_f_1_0_0,FUNC,"f:[0,1]\to(0,1]",a bijection,"['f', ':', '[', '0', ',', '1', ']', '\\to', '(', '0', ',', '1', ']']",['elementary-set-theory']
632f972b837ac920af68c61d_f_1_9_0,FUNC,f,the identity map,['f'],['elementary-set-theory']
63300bbe837ac920af740b85_f_0_4_0,FUNC,f: H \to X,a bijection,"['f', ':', 'H', '\\to', 'X']","['elementary-set-theory', 'set-theory']"
63300bbe837ac920af740b85_f_1_5_0,FUNC,f:X\rightarrow H,a bijection,"['f', ':', 'X', '\\rightarrow', 'H']","['elementary-set-theory', 'set-theory']"
63300bbe837ac920af740b85_f_2_9_0,FUNC,f,a bijection,['f'],"['elementary-set-theory', 'set-theory']"
63300bbe837ac920af740b85_f_2_16_0,FUNC,f,an injective map   f_2_16_0,['f'],"['elementary-set-theory', 'set-theory']"
63300bbe837ac920af740b85_f_2_41_0,FUNC,f,an injective map,['f'],"['elementary-set-theory', 'set-theory']"
632f972b837ac920af68c6d0_f_1_45_0,SCAL,r-p,The number   f_1_45_0,"['r', '-', 'p']","['real-analysis', 'elementary-set-theory']"
632f972b837ac920af68c74e_f_1_2_0,SCAL,\dfrac{a+b}{2},the number,"['\\dfrac', '{', 'a', '+', 'b', '}', '{', '2', '}']",['elementary-set-theory']
632f972b837ac920af68c74e_f_1_7_0,SCAL,1/n,the rational number,"['1', '/', 'n']",['elementary-set-theory']
632fd3c9837ac920af6e6147_f_0_0_0,FUNC,f:A\rightarrow B,a relation,"['f', ':', 'A', '\\rightarrow', 'B']","['functions', 'elementary-set-theory']"
632fd3c9837ac920af6e6147_f_1_0_0,FUNC,f(x) = \frac{1}{x},function,"['f', '(', 'x', ')', '=', '\\frac', '{', '1', '}', '{', 'x', '}']","['functions', 'elementary-set-theory']"
632fd3c9837ac920af6e61ba_f_0_0_0,FUNC,f: X \to Y,a function,"['f', ':', 'X', '\\to', 'Y']","['discrete-mathematics', 'proof-verification', 'elementary-set-theory']"
632f5f3d837ac920af63617b_f_1_2_0,FUNC,\tan,an odd function,\tan,"['elementary-set-theory', 'notation']"
